Elapse,Gyro_dPhi,Gyro_dTheta,Gyro_dGama,Gyro_Phi,Gyro_Theta,Gyro_Gama
6.35300000000072,-5e-06,-7e-06,9e-06,-0.021301,-0.015611,0.01326
5.36899999999996,-1.9e-05,-2.6e-05,1e-05,-0.02132,-0.015637,0.01327
6.39499999999948,-2.7e-05,-4.2e-05,1.4e-05,-0.021347,-0.015678,0.013285
6.38700000000014,-3.4e-05,-5.4e-05,1.7e-05,-0.021381,-0.015732,0.013301
6.39499999999948,-4.3e-05,-7.2e-05,2.3e-05,-0.021424,-0.015804,0.013325
6.33900000000054,-2.9e-05,-6.4e-05,2.6e-05,-0.021453,-0.015868,0.013351
5.39399999999901,-1.4e-05,-6.3e-05,3.5e-05,-0.021466,-0.015931,0.013386
6.46200000000086,3e-06,-6e-05,4.3e-05,-0.021463,-0.015991,0.013428
6.34299999999932,1.8e-05,-5.4e-05,4.8e-05,-0.021445,-0.016045,0.013477
5.38400000000117,3.1e-05,-4.9e-05,5.2e-05,-0.021415,-0.016094,0.013529
6.35399999999997,4.7e-05,-5.8e-05,5.8e-05,-0.021368,-0.016152,0.013587
5.30899999999868,4.2e-05,-5.9e-05,4.2e-05,-0.021326,-0.016211,0.013628
7.53400000000148,3.6e-05,-7.4e-05,3.3e-05,-0.02129,-0.016285,0.013662
6.33899999999876,2.9e-05,-9.1e-05,2.3e-05,-0.021262,-0.016376,0.013685
5.41199999999975,2.5e-05,-0.00011,8e-06,-0.021237,-0.016486,0.013693
6.39800000000079,2.5e-05,-0.000125,-8e-06,-0.021212,-0.016611,0.013685
6.3329999999997,2.7e-05,-0.000133,-1.8e-05,-0.021186,-0.016744,0.013668
5.31800000000082,2.6e-05,-0.000135,-1.8e-05,-0.02116,-0.016879,0.01365
7.52099999999878,3.1e-05,-0.000152,-1.5e-05,-0.021129,-0.017031,0.013635
5.26600000000066,3.5e-05,-0.000122,-1.1e-05,-0.021094,-0.017153,0.013624
6.41099999999994,5.1e-05,-0.000108,-1.6e-05,-0.021043,-0.017261,0.013609
6.36000000000081,6.8e-05,-8.8e-05,-1.9e-05,-0.020975,-0.017349,0.01359
5.38799999999995,8.2e-05,-6.1e-05,-1.6e-05,-0.020893,-0.01741,0.013574
7.43499999999919,0.000101,-3.9e-05,-1.3e-05,-0.020791,-0.017449,0.013561
5.28500000000065,8.3e-05,-1.5e-05,-1.4e-05,-0.020708,-0.017464,0.013547
6.38399999999884,7.3e-05,-6e-06,-2.1e-05,-0.020635,-0.01747,0.013527
6.42500000000013,6.2e-05,1e-06,-2.4e-05,-0.020574,-0.017469,0.013502
5.27300000000075,5.2e-05,1.2e-05,-2.8e-05,-0.020521,-0.017457,0.013474
6.40699999999939,3.9e-05,2.9e-05,-3.8e-05,-0.020482,-0.017428,0.013436
6.40399999999985,2.5e-05,4.7e-05,-5.1e-05,-0.020457,-0.017381,0.013385
6.45500000000077,9e-06,4.5e-05,-3.5e-05,-0.020448,-0.017336,0.01335
6.38499999999986,6e-06,4.9e-05,-2e-05,-0.020442,-0.017288,0.01333
10.5260000000005,1.2e-05,5.9e-05,-7e-06,-0.02043,-0.017229,0.013323
3.27500000000036,2e-05,6.3e-05,9e-06,-0.02041,-0.017166,0.013332
4.29999999999886,2.3e-05,5.3e-05,2.6e-05,-0.020387,-0.017113,0.013358
5.39500000000004,2e-05,3.4e-05,3.7e-05,-0.020368,-0.017079,0.013396
6.40699999999939,1.1e-05,1.5e-05,4.4e-05,-0.020357,-0.017063,0.013439
6.37100000000146,-1e-06,-0,5.2e-05,-0.020358,-0.017064,0.013491
5.71899999999914,-1.4e-05,-1e-05,6.4e-05,-0.020372,-0.017073,0.013555
6.11400000000017,-2.8e-05,-6e-06,7e-05,-0.0204,-0.017079,0.013625
6.32200000000083,-4.5e-05,9e-06,7.7e-05,-0.020444,-0.01707,0.013702
6.38499999999986,-4e-05,1.4e-05,5.2e-05,-0.020484,-0.017056,0.013754
6.43899999999853,-3.9e-05,7e-06,3.2e-05,-0.020524,-0.017049,0.013786
5.28000000000084,-4.3e-05,-8e-06,9e-06,-0.020566,-0.017057,0.013795
6.34900000000016,-4.8e-05,-2.6e-05,-2.2e-05,-0.020614,-0.017083,0.013773
6.43900000000031,-4.9e-05,-4.2e-05,-5.5e-05,-0.020663,-0.017125,0.013718
6.78499999999893,-5.7e-05,-6.1e-05,-9.5e-05,-0.020719,-0.017186,0.013623
6.03000000000087,-4.8e-05,-5.6e-05,-9.7e-05,-0.020767,-0.017242,0.013526
5.28800000000018,-4.2e-05,-5.5e-05,-9.9e-05,-0.020809,-0.017298,0.013427
7.44399999999956,-3.5e-05,-5.6e-05,-9.9e-05,-0.020844,-0.017354,0.013328
5.38599999999967,-1.7e-05,-3.5e-05,-6.7e-05,-0.020861,-0.017389,0.013261
6.34400000000035,-6e-06,-2.2e-05,-5.2e-05,-0.020867,-0.017411,0.013209
7.40099999999977,3e-06,-1.1e-05,-4.4e-05,-0.020864,-0.017422,0.013165
5.35999999999959,2e-06,4e-06,-2.4e-05,-0.020862,-0.017419,0.013141
6.83900000000115,-6e-06,1.4e-05,-7e-06,-0.020868,-0.017405,0.013134
6.01200000000013,-1.5e-05,1.8e-05,1.2e-05,-0.020883,-0.017387,0.013146
5.28199999999934,-2.2e-05,2e-05,2.5e-05,-0.020906,-0.017367,0.013171
6.37599999999949,-3e-05,2.7e-05,2.3e-05,-0.020935,-0.01734,0.013194
5.38799999999995,-4.2e-05,3.4e-05,1.5e-05,-0.020977,-0.017306,0.013208
6.36000000000081,-6.2e-05,3.5e-05,1.8e-05,-0.021039,-0.017271,0.013227
6.41899999999929,-5.5e-05,1.2e-05,2.4e-05,-0.021094,-0.017259,0.013251
6.42799999999966,-5.3e-05,-9e-06,2.8e-05,-0.021147,-0.017268,0.013279
6.36200000000109,-4.8e-05,-2.1e-05,2.6e-05,-0.021195,-0.01729,0.013305
5.38399999999939,-4e-05,-2.3e-05,2.6e-05,-0.021234,-0.017313,0.013331
6.46500000000039,-2.9e-05,-1.5e-05,2.9e-05,-0.021264,-0.017328,0.013361
6.33900000000054,-2.2e-05,-4e-06,3.2e-05,-0.021286,-0.017331,0.013393
6.4479999999989,-7e-06,1e-06,2.3e-05,-0.021293,-0.01733,0.013415
6.2850000000001,4e-06,-5e-06,1.6e-05,-0.021289,-0.017336,0.013431
6.38999999999967,1.1e-05,-1.6e-05,8e-06,-0.021279,-0.017352,0.013439
5.3990000000006,1.6e-05,-2.6e-05,1e-06,-0.021263,-0.017378,0.013441
6.33999999999979,2.1e-05,-3.4e-05,6e-06,-0.021242,-0.017412,0.013446
5.42399999999965,2e-05,-4.2e-05,3e-05,-0.021222,-0.017454,0.013476
6.44199999999984,1.3e-05,-5.1e-05,6.1e-05,-0.021208,-0.017505,0.013537
6.35900000000156,1e-06,-6.1e-05,8.1e-05,-0.021208,-0.017566,0.013618
5.28800000000018,-1.7e-05,-8.1e-05,9.7e-05,-0.021224,-0.017647,0.013715
7.51999999999953,-2.6e-05,-7.1e-05,7.1e-05,-0.02125,-0.017718,0.013786
5.29199999999896,-3.2e-05,-6.8e-05,5e-05,-0.021282,-0.017786,0.013836
6.46600000000142,-3.4e-05,-6.2e-05,2.8e-05,-0.021316,-0.017847,0.013863
6.32799999999989,-3.6e-05,-5.2e-05,1.1e-05,-0.021352,-0.017899,0.013875
6.38799999999939,-4.9e-05,-4.1e-05,8e-06,-0.021402,-0.01794,0.013883
6.41800000000003,-4.8e-05,-1.4e-05,1.5e-05,-0.02145,-0.017953,0.013898
6.35399999999997,-4.8e-05,7e-06,2.6e-05,-0.021498,-0.017946,0.013924
5.37300000000052,-4.8e-05,3e-05,3e-05,-0.021546,-0.017916,0.013955
6.49999999999906,-4.6e-05,4.7e-05,2.4e-05,-0.021592,-0.017869,0.013979
5.31300000000101,-3.8e-05,5.1e-05,1.4e-05,-0.02163,-0.017818,0.013993
6.42799999999966,-2.7e-05,4.6e-05,5e-06,-0.021657,-0.017772,0.013997
6.25799999999899,-2.5e-05,4.4e-05,-1.1e-05,-0.021681,-0.017729,0.013986
6.44700000000142,-1.7e-05,3.3e-05,-3.3e-05,-0.021698,-0.017695,0.013953
6.44499999999937,-1.2e-05,3.9e-05,-6e-05,-0.02171,-0.017656,0.013893
5.31799999999905,-9e-06,4.6e-05,-8.1e-05,-0.021719,-0.017611,0.013812
6.41000000000069,-6e-06,4.7e-05,-9.2e-05,-0.021725,-0.017563,0.01372
6.42900000000068,-1e-06,5.6e-05,-0.000107,-0.021726,-0.017508,0.013612
6.33499999999998,7e-06,4.7e-05,-8.7e-05,-0.021718,-0.017461,0.013526
6.46399999999936,1.2e-05,4.1e-05,-8e-05,-0.021706,-0.01742,0.013446
6.3209999999998,1.1e-05,3.8e-05,-7e-05,-0.021695,-0.017382,0.013376
5.34200000000062,6e-06,3.2e-05,-6.1e-05,-0.021688,-0.01735,0.013315
6.4030000000006,1e-06,2.2e-05,-5.9e-05,-0.021687,-0.017328,0.013256
5.28899999999943,-4e-06,9e-06,-5.8e-05,-0.021691,-0.017319,0.013199
6.38000000000005,-9e-06,3e-06,-5.2e-05,-0.0217,-0.017315,0.013147
7.49599999999973,-1.3e-05,9e-06,-5.5e-05,-0.021713,-0.017307,0.013092
5.2859999999999,-8e-06,1.7e-05,-5.2e-05,-0.021721,-0.01729,0.01304
6.41599999999976,-1e-06,1.9e-05,-6.4e-05,-0.021723,-0.017271,0.012976
6.34999999999941,1e-06,1.2e-05,-7.3e-05,-0.021721,-0.017259,0.012903
5.69800000000065,-1e-06,-2e-06,-7.7e-05,-0.021723,-0.01726,0.012826
7.20600000000005,-7e-06,-1.6e-05,-9e-05,-0.02173,-0.017276,0.012735
5.26600000000066,-7e-06,-2.1e-05,-7.4e-05,-0.021737,-0.017297,0.012661
6.35799999999875,2e-06,-2.2e-05,-6.1e-05,-0.021735,-0.017319,0.0126
6.43400000000049,2e-05,-2.4e-05,-4.3e-05,-0.021716,-0.017344,0.012557
6.37700000000052,3.4e-05,-1.9e-05,-1.2e-05,-0.021682,-0.017363,0.012545
6.4460000000004,5.2e-05,-1.5e-05,1e-06,-0.02163,-0.017378,0.012546
5.2759999999985,6.9e-05,-7e-06,3e-06,-0.021561,-0.017385,0.012549
6.768000000001,7.9e-05,3e-06,3e-06,-0.021482,-0.017382,0.012552
6.11999999999924,8e-05,9e-06,7e-06,-0.021402,-0.017373,0.012559
5.26100000000085,7.5e-05,1.1e-05,1.3e-05,-0.021327,-0.017363,0.012572
6.38000000000005,6.6e-05,7e-06,1.7e-05,-0.021261,-0.017356,0.012589
6.46399999999936,5.5e-05,2e-06,2.3e-05,-0.021207,-0.017354,0.012612
5.25900000000057,4.2e-05,1e-06,3.1e-05,-0.021165,-0.017353,0.012643
6.38599999999911,3.1e-05,2e-06,4.3e-05,-0.021134,-0.01735,0.012686
5.37800000000033,2.4e-05,-3e-06,5.7e-05,-0.02111,-0.017354,0.012742
6.37400000000099,1.9e-05,-1.3e-05,6.3e-05,-0.021091,-0.017367,0.012805
6.43499999999975,1.5e-05,-2e-05,6.1e-05,-0.021076,-0.017387,0.012866
5.36699999999968,1.6e-05,-2.4e-05,6.5e-05,-0.02106,-0.017411,0.012931
6.39900000000004,1.8e-05,-1.5e-05,5.2e-05,-0.021042,-0.017426,0.012982
6.44999999999918,2.2e-05,-1.3e-05,5.4e-05,-0.02102,-0.017439,0.013037
6.3910000000007,2.4e-05,-1.5e-05,5.9e-05,-0.020996,-0.017454,0.013095
6.3790000000008,2e-05,-1.8e-05,6.4e-05,-0.020976,-0.017472,0.01316
5.38799999999995,1.3e-05,-2.4e-05,7e-05,-0.020962,-0.017497,0.01323
6.38299999999958,1.1e-05,-3.5e-05,7.2e-05,-0.020952,-0.017531,0.013302
5.44900000000048,1.7e-05,-4.3e-05,6.5e-05,-0.020934,-0.017574,0.013367
6.47599999999926,2.9e-05,-4.5e-05,4.9e-05,-0.020905,-0.017619,0.013416
6.35100000000044,4.5e-05,-4.1e-05,3.6e-05,-0.02086,-0.01766,0.013452
5.32499999999914,7.1e-05,-4.8e-05,4e-05,-0.02079,-0.017708,0.013491
6.45199999999946,7.1e-05,-4.5e-05,3.2e-05,-0.020718,-0.017753,0.013523
6.35700000000128,7.4e-05,-4.6e-05,2.7e-05,-0.020644,-0.017799,0.01355
6.44499999999937,7.2e-05,-4.3e-05,3.1e-05,-0.020572,-0.017842,0.013581
6.36500000000062,6.8e-05,-4.1e-05,4.5e-05,-0.020504,-0.017883,0.013626
5.42199999999937,6.3e-05,-4.2e-05,5.7e-05,-0.020441,-0.017925,0.013683
6.41399999999948,5.2e-05,-5e-05,6.3e-05,-0.020389,-0.017974,0.013746
6.35200000000147,3.8e-05,-6.6e-05,6.4e-05,-0.020351,-0.018041,0.01381
5.32600000000016,2.7e-05,-8.7e-05,6.3e-05,-0.020324,-0.018127,0.013873
6.45299999999871,1.7e-05,-0.000119,6.7e-05,-0.020307,-0.018246,0.013939
5.29299999999999,3e-06,-0.000111,4.4e-05,-0.020305,-0.018357,0.013983
7.45200000000068,-7e-06,-0.000118,2.6e-05,-0.020311,-0.018475,0.01401
6.35199999999969,-1.4e-05,-0.000123,1e-06,-0.020325,-0.018598,0.014011
5.41800000000059,-1.8e-05,-0.000121,-2.9e-05,-0.020343,-0.018718,0.013982
6.42500000000013,-2.1e-05,-0.000111,-5.3e-05,-0.020364,-0.018829,0.013929
6.33999999999979,-2.7e-05,-0.00011,-7.5e-05,-0.020392,-0.018939,0.013854
6.37000000000043,-2.4e-05,-7.4e-05,-6.4e-05,-0.020415,-0.019013,0.013789
6.45799999999852,-2.1e-05,-4.9e-05,-5.6e-05,-0.020436,-0.019061,0.013733
6.39699999999976,-2e-05,-1.7e-05,-5.2e-05,-0.020457,-0.019078,0.013681
6.45900000000132,-1.4e-05,2e-05,-2.8e-05,-0.020471,-0.019058,0.013653
5.31799999999905,-8e-06,4.6e-05,-1.2e-05,-0.020478,-0.019011,0.013641
6.48300000000113,-1e-06,6.9e-05,-6e-06,-0.020479,-0.018942,0.013635
6.47500000000001,2e-06,0.000108,0,-0.020477,-0.018834,0.013635
5.26599999999888,3e-06,0.000107,1.6e-05,-0.020474,-0.018727,0.013651
6.39400000000023,7e-06,0.000105,3.6e-05,-0.020466,-0.018623,0.013686
5.42100000000012,1e-05,9.5e-05,5.2e-05,-0.020456,-0.018528,0.013738
6.37399999999921,6e-06,8.1e-05,5.7e-05,-0.020451,-0.018447,0.013795
6.33600000000101,0,6.2e-05,5e-05,-0.02045,-0.018385,0.013845
5.43000000000049,-0,4.5e-05,3.2e-05,-0.020451,-0.01834,0.013877
6.36399999999959,2e-06,3e-05,8e-06,-0.020449,-0.01831,0.013886
6.56200000000062,2e-06,1e-05,-1.3e-05,-0.020447,-0.0183,0.013873
6.31699999999924,-1e-06,-1.1e-05,-2.2e-05,-0.020448,-0.018311,0.013851
6.41000000000069,-1e-06,-2.6e-05,-2.1e-05,-0.020448,-0.018337,0.01383
5.48199999999888,6e-06,-3.4e-05,-1.9e-05,-0.020443,-0.018371,0.013811
7.46299999999955,1.7e-05,-4.8e-05,-1.8e-05,-0.020426,-0.01842,0.013792
5.3080000000012,2.1e-05,-4.7e-05,-1.3e-05,-0.020405,-0.018467,0.01378
6.37699999999874,2.6e-05,-4.6e-05,-8e-06,-0.020379,-0.018512,0.013772
6.37500000000024,3e-05,-3.6e-05,1e-06,-0.020348,-0.018548,0.013773
5.51500000000082,3.5e-05,-2e-05,1.3e-05,-0.020314,-0.018568,0.013786
6.34999999999941,4e-05,0,2.2e-05,-0.020273,-0.018568,0.013808
5.3560000000008,4.6e-05,1.8e-05,3.1e-05,-0.020227,-0.018549,0.013839
6.48699999999991,5.1e-05,3e-05,4e-05,-0.020176,-0.01852,0.013879
6.36699999999912,5.9e-05,3.1e-05,4.3e-05,-0.020118,-0.018489,0.013922
5.34700000000043,6.5e-05,2e-05,4e-05,-0.020053,-0.018468,0.013961
6.4700000000002,7.4e-05,-0,4e-05,-0.019979,-0.018468,0.014002
5.3289999999997,5.7e-05,-2e-05,3.2e-05,-0.019922,-0.018488,0.014034
6.40899999999966,4.8e-05,-2.8e-05,3.4e-05,-0.019874,-0.018516,0.014068
7.54400000000111,3.6e-05,-2.5e-05,4.7e-05,-0.019838,-0.018541,0.014115
5.34199999999885,2e-05,-2.1e-05,7.2e-05,-0.019818,-0.018562,0.014188
6.50100000000009,6e-06,-2.3e-05,9.3e-05,-0.019812,-0.018585,0.01428
5.29900000000083,-6e-06,-2.5e-05,0.0001,-0.019818,-0.018609,0.01438
6.36499999999884,-1.4e-05,-2.5e-05,0.000104,-0.019832,-0.018634,0.014484
6.41300000000022,-1.6e-05,-3.2e-05,0.000116,-0.019848,-0.018667,0.0146
6.40600000000013,-9e-06,-3.8e-05,7.9e-05,-0.019857,-0.018704,0.014679
6.42799999999966,-8e-06,-5e-05,4.8e-05,-0.019865,-0.018755,0.014727
5.38300000000014,-1.1e-05,-5.8e-05,1.8e-05,-0.019876,-0.018813,0.014745
6.3430000000011,-5e-06,-5.3e-05,-1e-06,-0.019881,-0.018866,0.014744
6.48299999999935,1e-05,-4.3e-05,-1.4e-05,-0.019871,-0.018908,0.01473
6.36200000000109,2.4e-05,-1.6e-05,-2.4e-05,-0.019847,-0.018924,0.014706
6.34399999999857,3.5e-05,0,-3.5e-05,-0.019812,-0.018924,0.014672
5.3990000000006,4.1e-05,1.2e-05,-3.6e-05,-0.019771,-0.018912,0.014636
6.39800000000079,4.4e-05,1.7e-05,-2.7e-05,-0.019727,-0.018896,0.014609
5.4489999999987,4.9e-05,1.2e-05,-1.3e-05,-0.019678,-0.018883,0.014596
6.47700000000029,6.8e-05,3e-06,7e-06,-0.01961,-0.01888,0.014603
6.34699999999988,6.4e-05,-1e-06,2.5e-05,-0.019547,-0.018881,0.014628
5.31900000000007,6.3e-05,-3e-06,4e-05,-0.019484,-0.018884,0.014667
7.45500000000021,5.5e-05,-8e-06,4.8e-05,-0.019429,-0.018892,0.014715
6.35100000000044,4.3e-05,-1.5e-05,5.3e-05,-0.019386,-0.018907,0.014768
5.38599999999967,2.6e-05,-2.2e-05,5.4e-05,-0.01936,-0.01893,0.014823
6.34400000000035,7e-06,-3.1e-05,5.6e-05,-0.019353,-0.018961,0.014879
5.31400000000026,-1.3e-05,-4.1e-05,5.9e-05,-0.019366,-0.019002,0.014938
6.55800000000006,-2.8e-05,-5e-05,6.1e-05,-0.019394,-0.019052,0.014999
6.33099999999942,-3.5e-05,-6.6e-05,6.7e-05,-0.019429,-0.019118,0.015066
6.38499999999986,-2.2e-05,-6.5e-05,5.1e-05,-0.019452,-0.019183,0.015117
6.45699999999927,-8e-06,-7.7e-05,3.7e-05,-0.01946,-0.01926,0.015154
6.30100000000056,8e-06,-8.8e-05,2e-05,-0.019452,-0.019349,0.015174
5.37800000000033,2.4e-05,-9.3e-05,5e-06,-0.019428,-0.019442,0.015179
6.35600000000025,3.4e-05,-8.8e-05,-1.2e-05,-0.019394,-0.01953,0.015167
5.38399999999939,4.7e-05,-8.9e-05,-3.8e-05,-0.019347,-0.019619,0.015129
7.517,4.3e-05,-6e-05,-5.1e-05,-0.019304,-0.01968,0.015078
6.34600000000063,4.3e-05,-4e-05,-5.9e-05,-0.019261,-0.01972,0.015019
5.32399999999988,3.7e-05,-1.8e-05,-5.7e-05,-0.019224,-0.019737,0.014961
6.40199999999957,2.8e-05,-2e-06,-5.2e-05,-0.019196,-0.019739,0.01491
5.30799999999942,2.5e-05,9e-06,-5.6e-05,-0.019171,-0.01973,0.014854
6.36800000000015,1.4e-05,1.7e-05,-4.5e-05,-0.019157,-0.019713,0.014809
7.51200000000019,5e-06,2.1e-05,-3.5e-05,-0.019152,-0.019692,0.014774
5.27600000000028,0,1.3e-05,-1.9e-05,-0.019152,-0.019679,0.014756
6.42200000000059,1e-06,-4e-06,-1.2e-05,-0.019152,-0.019683,0.014743
6.36999999999865,2e-06,-1.7e-05,-2.1e-05,-0.01915,-0.0197,0.014722
5.27500000000103,3e-06,-1.5e-05,-2.9e-05,-0.019147,-0.019715,0.014693
7.47799999999899,4e-06,-4e-06,-3.5e-05,-0.019142,-0.019719,0.014658
5.31100000000073,-1e-06,9e-06,-2.8e-05,-0.019143,-0.01971,0.01463
6.38200000000033,-6e-06,1.5e-05,-2.4e-05,-0.01915,-0.019695,0.014607
6.44999999999918,-6e-06,1.5e-05,-1.9e-05,-0.019156,-0.01968,0.014588
5.33300000000025,-0,1.8e-05,-1.3e-05,-0.019156,-0.019662,0.014575
6.53900000000007,5e-06,2.3e-05,-6e-06,-0.019151,-0.019639,0.014569
6.29800000000103,5e-06,2e-05,-0,-0.019146,-0.019619,0.014568
6.38799999999939,1e-06,2.3e-05,6e-06,-0.019145,-0.019596,0.014574
6.43400000000049,-8e-06,2.8e-05,1.7e-05,-0.019153,-0.019568,0.014591
5.29899999999905,-1.7e-05,3.1e-05,2.6e-05,-0.01917,-0.019537,0.014617
6.36200000000109,-2.6e-05,2.9e-05,2.9e-05,-0.019196,-0.019508,0.014646
6.43199999999844,-3.4e-05,2.4e-05,3.3e-05,-0.019231,-0.019484,0.014679
5.27500000000103,-4.6e-05,2.2e-05,4.1e-05,-0.019276,-0.019462,0.01472
6.50699999999915,-5.7e-05,2.4e-05,4.7e-05,-0.019333,-0.019438,0.014767
5.28700000000093,-7.1e-05,2.3e-05,5.7e-05,-0.019404,-0.019415,0.014824
6.38900000000042,-6.4e-05,9e-06,5e-05,-0.019468,-0.019405,0.014873
7.46099999999927,-6.5e-05,-5e-06,5.1e-05,-0.019533,-0.019411,0.014925
5.25599999999926,-5.6e-05,-1.8e-05,5.3e-05,-0.019588,-0.019429,0.014977
6.34800000000091,-3.8e-05,-2.8e-05,5.5e-05,-0.019626,-0.019456,0.015032
6.41699999999901,-1.8e-05,-3.7e-05,6.1e-05,-0.019644,-0.019493,0.015093
5.28300000000037,1e-06,-5.1e-05,8.2e-05,-0.019643,-0.019544,0.015176
6.43499999999975,1.4e-05,-4.9e-05,7.9e-05,-0.019629,-0.019592,0.015255
6.44300000000086,1.9e-05,-5.1e-05,8.4e-05,-0.019609,-0.019644,0.015339
6.36399999999959,1.7e-05,-4.6e-05,7.7e-05,-0.019593,-0.01969,0.015416
6.48800000000094,5e-06,-3.2e-05,5.9e-05,-0.019588,-0.019722,0.015475
5.31900000000007,-9e-06,-1.6e-05,3.9e-05,-0.019596,-0.019738,0.015514
6.42799999999966,-1.7e-05,2e-06,2e-05,-0.019614,-0.019736,0.015533
6.3449999999996,-2e-05,1.9e-05,4e-06,-0.019634,-0.019717,0.015537
5.28699999999915,-2.4e-05,3.6e-05,3e-06,-0.019658,-0.019681,0.015541
6.88500000000047,-1.9e-05,3.8e-05,1e-05,-0.019677,-0.019644,0.01555
5.0100000000004,-1.6e-05,3.8e-05,1.2e-05,-0.019693,-0.019605,0.015563
7.37799999999922,-1.4e-05,3.4e-05,1.3e-05,-0.019707,-0.019572,0.015576
6.48300000000113,-1e-05,3e-05,1.8e-05,-0.019717,-0.019542,0.015594
5.25299999999973,-6e-06,2.8e-05,2.9e-05,-0.019723,-0.019514,0.015622
6.35899999999978,-6e-06,2.1e-05,4.3e-05,-0.019729,-0.019493,0.015666
5.38500000000042,-1.3e-05,7e-06,6.1e-05,-0.019742,-0.019486,0.015727
6.36399999999959,-2.2e-05,-9e-06,7.8e-05,-0.019764,-0.019495,0.015805
6.34699999999988,-3.1e-05,-2e-05,9.8e-05,-0.019795,-0.019515,0.015903
6.52000000000008,-2.7e-05,-1.8e-05,7.4e-05,-0.019822,-0.019533,0.015978
6.34299999999932,-2.7e-05,-1.5e-05,5.4e-05,-0.019849,-0.019548,0.016031
6.35900000000156,-2.6e-05,-1.2e-05,3e-05,-0.019875,-0.01956,0.016061
5.39699999999854,-2.7e-05,-4e-06,5e-06,-0.019902,-0.019564,0.016067
6.3089999999999,-3.7e-05,1.2e-05,-1.5e-05,-0.019939,-0.019553,0.016052
6.43600000000077,-3.9e-05,2.7e-05,-1.8e-05,-0.019978,-0.019526,0.016034
6.32000000000055,-5e-05,3.9e-05,-1.5e-05,-0.020028,-0.019487,0.016019
6.38000000000005,-6.1e-05,4.4e-05,-9e-06,-0.020089,-0.019443,0.01601
5.471,-6.7e-05,4.1e-05,-4e-06,-0.020156,-0.019402,0.016006
6.37499999999847,-7.7e-05,4.5e-05,-4e-06,-0.020233,-0.019357,0.016001
6.35800000000053,-5.9e-05,4.4e-05,-1e-05,-0.020292,-0.019313,0.015991
6.46200000000086,-4.2e-05,5.4e-05,-1.4e-05,-0.020335,-0.019259,0.015977
6.34200000000007,-2.3e-05,6.6e-05,-1.2e-05,-0.020357,-0.019193,0.015965
5.46499999999916,-7e-06,8.1e-05,-4e-06,-0.020365,-0.019112,0.015961
6.22700000000087,5e-06,0.00011,9e-06,-0.02036,-0.019001,0.01597
6.35899999999978,1e-05,0.000103,1.1e-05,-0.02035,-0.018899,0.015981
5.48599999999944,9e-06,0.000103,0,-0.020341,-0.018796,0.015981
6.3569999999995,9e-06,9.6e-05,-1.1e-05,-0.020332,-0.0187,0.01597
5.27800000000056,1.3e-05,8.4e-05,-1.3e-05,-0.020319,-0.018616,0.015957
7.58599999999987,1.8e-05,6.9e-05,-7e-06,-0.020302,-0.018548,0.01595
6.35399999999997,1.8e-05,5.2e-05,-5e-06,-0.020284,-0.018495,0.015944
5.25999999999982,1.2e-05,3.7e-05,-1e-05,-0.020272,-0.018458,0.015934
6.46599999999964,3e-06,1.9e-05,-1.3e-05,-0.020268,-0.01844,0.015921
6.34200000000007,-5e-06,-1e-06,-1.2e-05,-0.020273,-0.018441,0.015909
5.46100000000038,-1e-05,-1.6e-05,-1.1e-05,-0.020283,-0.018457,0.015898
7.39200000000118,-7e-06,-1.3e-05,-1e-05,-0.02029,-0.01847,0.015888
5.24199999999908,-2e-06,-9e-06,-1.4e-05,-0.020292,-0.018479,0.015874
6.43799999999928,5e-06,-1.2e-05,-1.3e-05,-0.020287,-0.018491,0.015861
6.34600000000063,1.1e-05,-2.6e-05,-3e-06,-0.020276,-0.018517,0.015858
6.38000000000005,1e-05,-3.8e-05,8e-06,-0.020266,-0.018555,0.015866
6.43799999999928,7e-06,-6e-05,1.7e-05,-0.020259,-0.018615,0.015883
5.29900000000083,1e-06,-8.4e-05,2.9e-05,-0.020258,-0.018698,0.015912
6.55300000000025,-1e-06,-0.000101,4.8e-05,-0.020258,-0.018799,0.01596
6.25600000000048,-6e-06,-0.000111,6.8e-05,-0.020264,-0.01891,0.016028
5.30899999999868,-2.3e-05,-0.000136,9.6e-05,-0.020287,-0.019046,0.016124
7.53700000000102,-3.3e-05,-0.000115,8.9e-05,-0.02032,-0.019161,0.016214
6.36499999999884,-3.5e-05,-0.000103,8.9e-05,-0.020355,-0.019263,0.016303
5.31300000000101,-2.8e-05,-8.4e-05,8.6e-05,-0.020383,-0.019347,0.016389
6.4580000000003,-1.7e-05,-6.9e-05,8.3e-05,-0.0204,-0.019416,0.016473
5.28100000000009,-3e-06,-6.7e-05,8.7e-05,-0.020403,-0.019483,0.01656
6.48799999999916,1.2e-05,-4.7e-05,5.7e-05,-0.020391,-0.01953,0.016617
7.49200000000094,2.6e-05,-4e-05,3.9e-05,-0.020365,-0.01957,0.016656
5.29399999999924,4.2e-05,-3e-05,2.8e-05,-0.020324,-0.0196,0.016683
6.46399999999936,5.2e-05,-1.1e-05,2.8e-05,-0.020272,-0.019611,0.016712
5.29299999999999,4.6e-05,1.1e-05,3.3e-05,-0.020226,-0.0196,0.016745
6.36500000000062,3.2e-05,2.3e-05,3.5e-05,-0.020194,-0.019577,0.01678
6.48699999999991,2.2e-05,2.2e-05,3.4e-05,-0.020172,-0.019554,0.016814
