Elapse,Mag_X,Mag_Y,Mag_Z
6.109,NaN,65,-5.333333
5.467,-28.666666,65,-5.333333
4.734,-28.166666,66.5,-4.833333
2.333,-28.166666,66.5,-4.833333
2.112,-28.166666,66.5,-4.833333
3.206,-28.166666,66.5,-4.833333
0.68,-27.166666,65.5,-5.5
2.052,-27.166666,65.5,-5.5
3.571,-27.666666,66,-4.333333
4.2,-27.666666,66,-4.333333
2.09,-27.666666,66,-4.333333
4.21999999999999,-27.666666,66,-4.333333
3.198,-27.5,66.166664,-4.833333
4.336,-27.5,66.166664,-4.833333
3.126,-29,65.333336,-5
3.238,-29,65.333336,-5
3.229,-29,65.333336,-5
4.254,-29,65.333336,-5
3.18599999999999,-28,66,-5.333333
4.35200000000001,-28,66,-5.333333
2.09899999999999,-28.5,65.833336,-4.5
4.25200000000001,-28.5,65.833336,-4.5
3.139,-28.166666,64.833336,-4.833333
4.386,-28.166666,64.833336,-4.833333
2.167,-28.166666,64.833336,-4.833333
4.217,-28.166666,64.833336,-4.833333
3.17199999999999,-27.833334,66.166664,-5.833333
4.283,-27.833334,66.166664,-5.833333
3.14600000000001,-27.5,65.5,-4.833333
3.175,-27.5,65.5,-4.833333
3.192,-27.5,65.5,-4.833333
4.258,-27.5,65.5,-4.833333
3.694,-27.333334,65.666664,-5.333333
2.681,-27.333334,65.666664,-5.333333
3.259,-27.666666,65.333336,-5
4.19700000000001,-27.666666,65.333336,-5
3.17099999999998,-27.666666,65.333336,-5
4.29000000000002,-27.666666,65.333336,-5
5.33700000000001,-29,65.333336,-5.333333
1.03699999999998,-27.833334,65.333336,-5.333333
3.14300000000001,-27.833334,65.833336,-4.5
4.25799999999998,-27.833334,65.833336,-4.5
8.86800000000001,-27.833334,65.833336,-4.5
1.136,-27.5,66.166664,-4.833333
0.830999999999998,-27.5,66.166664,-4.833333
2.98200000000001,-28.166666,65.166664,-5.5
3.32399999999999,-28.166666,65.166664,-5.5
4.15099999999999,-28.166666,65.166664,-5.5
2.10000000000002,-28.166666,65.166664,-5.5
4.31199999999998,-28.166666,65.166664,-5.5
3.10000000000002,-28.166666,65.166664,-5.5
