Elapse,Mag_raw_X,Mag_raw_Y,Mag_raw_Z
5.28200000000023,-83,-389,-85
5.42299999999996,-83,-389,-85
5.24699999999978,-86,-390,-90
4.21200000000033,-92,-386,-82
6.49699999999998,-92,-386,-82
5.26599999999977,-92,-386,-82
4.18900000000022,-84,-388,-92
5.40699999999994,-83,-387,-81
5.36300000000001,-83,-387,-81
4.17699999999988,-83,-387,-81
5.31799999999993,-86,-390,-84
5.37800000000033,-82,-390,-78
5.24799999999992,-82,-390,-78
4.22099999999981,-82,-390,-78
5.39200000000006,-89,-387,-81
5.25900000000012,-83,-387,-89
4.16799999999995,-83,-387,-89
5.48700000000002,-83,-387,-89
5.26899999999975,-89,-395,-85
5.24700000000022,-89,-395,-85
5.32200000000005,-84,-388,-86
5.38099999999986,-85,-391,-91
5.29499999999983,-85,-391,-91
4.63800000000036,-85,-391,-91
5.38999999999978,-83,-389,-83
4.17500000000004,-88,-392,-88
5.37700000000019,-88,-392,-88
5.40499999999966,-88,-392,-88
4.3650000000004,-81,-395,-83
5.08699999999962,-87,-389,-91
5.45400000000029,-87,-389,-91
4.68899999999994,-87,-389,-91
4.73899999999983,-77,-387,-89
5.30900000000001,-82,-386,-90
5.39800000000001,-82,-386,-90
5.25099999999989,-82,-386,-90
5.36800000000026,-77,-395,-93
4.37500000000002,-73,-385,-89
5.25999999999982,-73,-385,-89
5.28100000000009,-73,-385,-89
5.46800000000003,-75,-383,-87
4.10900000000014,-79,-387,-87
5.29000000000002,-79,-387,-87
5.32099999999991,-76,-386,-94
4.38899999999975,-76,-386,-94
5.185,-70,-384,-94
5.39200000000006,-70,-384,-90
4.31600000000021,-67,-389,-93
5.24499999999994,-67,-389,-93
5.26800000000005,-67,-389,-93
6.48599999999977,-64,-388,-90
4.30300000000017,-66,-386,-92
5.15299999999996,-66,-386,-92
5.49899999999992,-66,-386,-92
4.23000000000018,-71,-387,-99
5.17499999999993,-64,-386,-96
5.40699999999994,-64,-386,-96
4.29099999999982,-64,-386,-96
5.24700000000022,-64,-386,-92
5.29199999999985,-60,-386,-88
5.40000000000029,-60,-386,-88
4.18699999999994,-60,-386,-88
5.30000000000008,-56,-388,-92
5.42199999999982,-64,-386,-96
4.50699999999982,-64,-386,-96
6.0570000000002,-61,-385,-97
5.41800000000014,-61,-385,-97
4.39299999999987,-51,-385,-95
5.09199999999987,-51,-385,-95
5.33800000000006,-52,-382,-96
4.54599999999994,-52,-382,-96
4.97900000000007,-54,-374,-98
5.29499999999983,-54,-374,-98
5.40600000000024,-55,-389,-95
4.39800000000012,-55,-389,-95
5.07400000000002,-55,-389,-95
5.54499999999969,-52,-388,-92
4.47599999999992,-48,-382,-98
4.91700000000028,-48,-382,-98
6.40799999999997,-48,-382,-98
4.64399999999987,-50,-384,-96
4.90799999999991,-47,-385,-99
5.31700000000024,-47,-385,-99
4.56499999999993,-47,-385,-99
4.99399999999994,-45,-383,-95
5.30900000000001,-39,-387,-99
5.48700000000002,-48,-384,-92
4.41799999999981,-48,-384,-92
5.0100000000004,-48,-384,-92
5.37499999999991,-34,-382,-94
4.86399999999998,-34,-382,-94
4.66800000000012,-41,-379,-93
5.30199999999992,-41,-379,-93
5.39999999999985,-43,-383,-95
6.59300000000007,-43,-383,-95
8.21799999999984,-29,-383,-93
5.19399999999992,-29,-383,-93
4.74900000000034,-40,-378,-92
1.04499999999996,-40,-378,-92
5.27799999999967,-31,-385,-89
6.95200000000007,-31,-385,-89
6.72600000000001,-35,-381,-91
1.20399999999998,-35,-381,-91
5.1840000000003,-28,-386,-90
5.32599999999972,-28,-386,-90
4.97700000000023,-28,-386,-90
6.54399999999988,-28,-386,-90
4.92900000000018,-29,-381,-87
4.92099999999995,-30,-380,-92
5.54100000000002,-30,-380,-92
4.79099999999999,-30,-380,-92
4.50499999999998,-21,-387,-83
4.88199999999983,-26,-388,-84
4.91000000000019,-26,-388,-84
4.64799999999999,-26,-388,-84
4.9809999999999,-27,-387,-85
4.80299999999989,-27,-387,-85
4.83300000000009,-19,-389,-85
4.90000000000013,-19,-389,-85
5.00100000000003,-30,-382,-78
4.99999999999989,-30,-382,-78
4.90799999999991,-16,-388,-84
5.53300000000023,-16,-388,-84
5.41899999999984,-20,-382,-82
5.10600000000005,-20,-382,-82
4.30799999999998,-18,-388,-78
5.40399999999996,-15,-383,-87
5.23400000000018,-15,-383,-87
5.2979999999998,-15,-383,-87
5.10900000000003,-16,-384,-80
4.49900000000003,-15,-385,-77
5.29700000000011,-15,-385,-77
4.97399999999981,-15,-385,-77
6.47799999999998,-16,-388,-76
6.53199999999998,-16,-388,-80
2.36100000000006,-16,-388,-80
5.29499999999983,-16,-388,-80
4.85700000000033,-11,-385,-79
5.80499999999962,-11,-383,-75
5.77800000000028,-11,-383,-75
4.9030000000001,-11,-383,-75
4.98799999999999,-16,-382,-74
5.61699999999998,-19,-385,-77
5.10499999999992,-19,-385,-77
4.61400000000012,-19,-385,-77
4.82300000000002,-17,-385,-77
4.72199999999967,-17,-385,-77
4.45800000000007,-14,-384,-74
4.55100000000019,-12,-394,-78
5.07299999999988,-12,-394,-78
5.23799999999985,-12,-394,-78
4.67800000000018,-10,-388,-78
4.98900000000013,-14,-388,-70
6.29599999999986,-14,-388,-70
4.41599999999998,-14,-388,-70
5.22199999999984,-2,-388,-66
5.23100000000021,-8,-388,-72
4.24899999999973,-8,-388,-72
5.27800000000012,-8,-388,-72
5.39200000000006,-10,-394,-70
5.23100000000021,-7,-393,-67
4.26499999999974,-7,-393,-67
5.45300000000015,-7,-393,-67
5.32099999999991,-2,-396,-66
5.61599999999984,-3,-389,-63
5.17500000000037,-3,-389,-63
4.73899999999983,-3,-389,-63
4.54199999999982,-6,-396,-66
4.53400000000004,-8,-396,-64
6.16800000000017,-8,-396,-64
4.66100000000003,-2,-386,-64
4.84399999999985,-2,-386,-64
5.3930000000002,-5,-393,-61
5.25200000000003,-5,-393,-61
4.87099999999963,-3,-395,-61
6.95800000000002,-3,-395,-61
6.70300000000035,-3,-395,-61
1.10799999999989,-10,-390,-62
7.03100000000001,-4,-390,-64
3.26499999999985,-4,-390,-64
5.14100000000006,-4,-390,-64
5.07100000000005,-2,-396,-62
7.07000000000013,-6,-392,-58
4.57099999999988,-6,-392,-58
4.69699999999973,-6,-392,-58
4.72000000000028,-11,-397,-65
4.78200000000006,-5,-395,-57
4.66999999999995,-5,-395,-57
5.01599999999991,-5,-395,-57
5.25099999999989,-2,-394,-58
4.18200000000013,0,-394,-66
5.4470000000002,0,-394,-66
5.21599999999989,-1,-391,-61
4.23200000000001,-1,-391,-61
5.28899999999988,-2,-382,-62
5.48999999999999,-2,-382,-62
5.2629999999998,0,-390,-62
4.39800000000012,0,-390,-62
6.332,-2,-386,-62
5.2500000000002,-2,-386,-62
4.55999999999968,1,-391,-57
5.08400000000009,1,-391,-57
5.23400000000018,1,-391,-57
4.45099999999998,0,-388,-58
5.1009999999998,2,-392,-58
5.45700000000027,2,-392,-58
4.71599999999972,2,-392,-58
4.81299999999996,0,-394,-64
5.37500000000035,-4,-392,-56
5.26099999999996,-4,-392,-56
4.19899999999984,-4,-392,-56
5.43300000000002,-4,-392,-56
6.31799999999982,-2,-390,-54
4.59600000000027,0,-394,-54
5.05999999999984,0,-394,-54
5.31300000000012,0,-394,-54
4.64699999999985,2,-392,-58
5.17600000000007,2,-392,-58
5.59900000000013,-1,-399,-63
5.06800000000007,-1,-399,-63
5.01599999999991,4,-394,-60
4.84300000000015,4,-394,-60
4.7539999999997,1,-385,-55
4.90700000000022,1,-385,-55
5.02499999999984,-8,-394,-54
6.25900000000001,-8,-394,-54
4.6400000000002,-10,-388,-56
5.04499999999997,-10,-388,-56
4.6339999999998,-8,-396,-54
4.81200000000026,-8,-396,-54
5.31999999999977,-5,-395,-51
5.38000000000016,-4,-396,-56
4.60899999999986,-4,-396,-56
5.23600000000002,-4,-396,-56
5.67800000000007,-8,-390,-60
4.95499999999982,-1,-397,-53
4.90000000000013,-1,-397,-53
5.04799999999994,-1,-397,-53
4.8140000000001,-4,-402,-48
4.56399999999979,-2,-394,-42
4.82000000000005,-2,-394,-42
5.36599999999998,-2,-394,-42
5.25200000000003,-6,-400,-52
5.36400000000015,-3,-397,-51
5.38799999999995,-3,-397,-51
4.58099999999995,-3,-397,-51
5.00299999999987,-1,-395,-47
5.42100000000012,-1,-395,-47
5.29899999999994,1,-399,-37
5.01500000000021,1,-399,-37
5.36699999999968,-4,-394,-42
5.53300000000023,-4,-394,-42
5.15700000000008,0,-394,-54
5.45099999999987,1,-393,-43
5.68400000000002,1,-393,-43
5.17099999999981,1,-393,-43
5.20700000000041,2,-394,-44
5.17599999999963,6,-396,-38
4.83100000000025,6,-396,-38
4.37200000000004,6,-396,-38
4.90499999999994,-2,-398,-44
5.11699999999982,-1,-393,-37
4.7360000000003,-1,-393,-37
6.90599999999986,-1,-393,-37
1.20100000000001,9,-395,-47
8.02300000000011,11,-391,-43
4.575,11,-391,-43
4.88699999999964,11,-391,-43
4.43300000000013,3,-389,-39
4.37000000000021,3,-389,-39
4.47499999999978,1,-387,-35
4.9870000000003,1,-387,-35
4.80700000000001,10,-386,-36
4.98399999999988,10,-386,-36
4.73100000000004,11,-389,-37
5.22299999999998,4,-388,-36
5.31399999999982,4,-388,-36
4.81100000000012,4,-388,-36
4.85699999999989,9,-397,-31
4.80899999999984,17,-389,-35
4.8790000000003,17,-389,-35
5.1129999999997,17,-389,-35
4.8670000000004,13,-391,-31
4.81799999999977,18,-394,-30
5.23899999999999,18,-394,-30
5.32900000000014,18,-394,-30
4.92299999999979,14,-388,-26
5.22299999999998,14,-388,-26
4.75000000000003,11,-393,-27
5.29000000000002,11,-393,-27
4.53600000000032,19,-393,-25
5.12199999999963,19,-393,-25
5.29800000000025,16,-390,-22
4.37599999999971,16,-390,-22
5.25300000000017,19,-395,-17
5.33099999999997,19,-395,-17
4.37799999999999,17,-385,-19
5.23499999999988,22,-388,-22
5.26000000000026,22,-388,-22
5.30300000000006,22,-388,-22
6.31699999999968,19,-387,-11
6.33600000000056,24,-384,-12
6.61699999999943,24,-384,-12
1.02799999999981,24,-384,-12
5.12700000000077,17,-385,-11
5.33199999999923,19,-387,-9
4.24200000000052,19,-387,-9
5.36400000000015,19,-387,-9
5.25199999999959,26,-388,-8
5.32100000000035,20,-386,2
4.62000000000007,20,-386,2
4.97099999999939,20,-386,2
5.28500000000065,25,-385,-3
4.87299999999991,24,-385,-3
4.79399999999952,24,-390,-2
6.36100000000006,24,-390,-2
4.53400000000048,24,-390,-2
5.04299999999969,24,-390,-2
5.27999999999995,23,-391,9
5.30900000000045,24,-380,6
4.71199999999961,24,-380,6
4.85000000000024,24,-380,6
5.30899999999956,22,-388,6
5.03900000000002,14,-384,8
4.52200000000058,14,-384,8
5.38099999999986,14,-384,8
4.29199999999952,20,-382,14
5.43400000000016,14,-384,16
5.23999999999969,14,-384,16
5.28200000000023,14,-384,16
5.39100000000037,24,-382,16
5.24099999999983,22,-384,18
5.29500000000027,22,-384,18
4.64899999999968,22,-384,18
4.94299999999992,26,-386,18
5.37800000000033,18,-374,24
4.37999999999938,18,-374,24
5.23600000000002,17,-383,17
5.29200000000074,17,-383,17
5.12800000000002,22,-386,22
4.90999999999975,22,-386,22
4.88299999999953,22,-380,22
4.88900000000037,22,-380,22
5.75700000000001,22,-380,22
6.19100000000028,22,-382,28
4.72199999999923,22,-386,32
