Elapse,Gyro_dPhi,Gyro_dTheta,Gyro_dGama,Gyro_Phi,Gyro_Theta,Gyro_Gama
6.41,-3.9e-05,4.1e-05,3.3e-05,-0.862257,-1.338606,1.740117
6.39300000000001,-4.2e-05,2.9e-05,2.7e-05,-0.862299,-1.338576,1.740144
6.36300000000001,-4.6e-05,1.9e-05,2.6e-05,-0.862345,-1.338557,1.74017
6.491,-4.7e-05,5e-06,2.9e-05,-0.862391,-1.338553,1.740198
5.353,-5.4e-05,-1.1e-05,3.3e-05,-0.862445,-1.338563,1.740231
6.352,-6.9e-05,-2.3e-05,3.4e-05,-0.862514,-1.338586,1.740265
6.434,-7.9e-05,-3.6e-05,3.2e-05,-0.862593,-1.338622,1.740296
6.39800000000001,-9e-05,-6.5e-05,3.9e-05,-0.862683,-1.338688,1.740335
6.359,-6.8e-05,-8e-05,3.9e-05,-0.862751,-1.338768,1.740374
6.45299999999999,-5.4e-05,-9.7e-05,4.7e-05,-0.862805,-1.338865,1.740421
5.29199999999999,-3.6e-05,-0.000104,5e-05,-0.862841,-1.338969,1.740471
6.47500000000001,-1.8e-05,-0.000104,4.9e-05,-0.862859,-1.339073,1.740521
6.45799999999999,-4e-06,-0.000116,6.1e-05,-0.862863,-1.339189,1.740581
6.33900000000001,6e-06,-8.9e-05,5.8e-05,-0.862857,-1.339278,1.74064
6.46099999999999,8e-06,-7.8e-05,6.3e-05,-0.862849,-1.339357,1.740703
5.272,2e-06,-6.7e-05,7.3e-05,-0.862847,-1.339423,1.740776
6.35800000000003,-3e-06,-5.4e-05,9.3e-05,-0.86285,-1.339477,1.740869
6.42699999999996,-1e-06,-4.4e-05,0.000112,-0.862852,-1.339521,1.740981
5.23800000000002,2e-06,-4.4e-05,0.000135,-0.862849,-1.339565,1.741116
7.52799999999998,-0,-3.8e-05,0.000108,-0.86285,-1.339603,1.741224
5.34600000000002,-9e-06,-4.2e-05,9.4e-05,-0.862859,-1.339645,1.741318
6.39200000000001,-1.7e-05,-4.3e-05,7.7e-05,-0.862876,-1.339688,1.741395
6.438,-2.1e-05,-3.9e-05,6.2e-05,-0.862898,-1.339727,1.741457
6.36799999999998,-2.7e-05,-3.9e-05,6e-05,-0.862925,-1.339765,1.741517
6.39299999999998,-2.5e-05,-2e-05,3.9e-05,-0.86295,-1.339785,1.741556
5.39300000000004,-2.7e-05,8e-06,2.3e-05,-0.862977,-1.339777,1.741579
6.34000000000001,-2.3e-05,3.9e-05,6e-06,-0.863001,-1.339738,1.741585
6.50499999999998,-1.9e-05,5.9e-05,-1e-05,-0.86302,-1.33968,1.741575
5.357,-2e-05,7e-05,-2.7e-05,-0.86304,-1.33961,1.741548
7.436,-2.6e-05,8.8e-05,-4.5e-05,-0.863065,-1.339522,1.741503
5.494,-2.2e-05,7e-05,-3.9e-05,-0.863087,-1.339452,1.741464
6.34800000000002,-2.1e-05,6e-05,-2.9e-05,-0.863108,-1.339392,1.741435
6.38599999999995,-1.7e-05,5.3e-05,-2e-05,-0.863125,-1.339338,1.741415
5.41800000000003,-1.4e-05,5.3e-05,-2.2e-05,-0.863139,-1.339286,1.741392
7.407,-7e-06,3.3e-05,-2.7e-05,-0.863146,-1.339253,1.741365
5.438,-7e-06,2.7e-05,-3.6e-05,-0.863153,-1.339226,1.741329
6.413,-1.2e-05,2.9e-05,-4.1e-05,-0.863165,-1.339197,1.741288
5.24999999999998,-1.7e-05,3e-05,-4.9e-05,-0.863183,-1.339167,1.741239
6.40400000000002,-1.9e-05,3.5e-05,-7e-05,-0.863202,-1.339132,1.741169
7.42799999999999,-6e-06,3e-05,-6.5e-05,-0.863207,-1.339102,1.741104
5.28200000000001,1.1e-05,2.9e-05,-5.7e-05,-0.863196,-1.339073,1.741047
6.47399999999998,2.9e-05,2.7e-05,-4.3e-05,-0.863168,-1.339046,1.741004
6.28900000000004,4.2e-05,2.5e-05,-3e-05,-0.863126,-1.33902,1.740974
5.29599999999997,4.5e-05,2e-05,-2.2e-05,-0.863081,-1.339,1.740952
6.56099999999998,4.5e-05,1.4e-05,-2.1e-05,-0.863036,-1.338987,1.740931
5.25800000000004,5.7e-05,1e-05,-2.9e-05,-0.862979,-1.338977,1.740901
6.40499999999999,5.9e-05,1e-06,-2.8e-05,-0.86292,-1.338975,1.740874
7.44299999999998,7.1e-05,-2e-06,-1.9e-05,-0.862849,-1.338977,1.740855
5.301,7.9e-05,5e-06,1e-06,-0.862771,-1.338972,1.740856
6.48199999999999,8.3e-05,1.8e-05,2e-05,-0.862688,-1.338954,1.740876
6.34200000000001,8.4e-05,2.5e-05,3.6e-05,-0.862603,-1.338929,1.740912
5.33600000000001,7.9e-05,2.7e-05,5e-05,-0.862524,-1.338902,1.740962
6.49499999999997,6.8e-05,2.9e-05,6.2e-05,-0.862455,-1.338873,1.741024
5.26500000000002,5.1e-05,2.7e-05,7e-05,-0.862405,-1.338846,1.741094
6.413,3.1e-05,1.3e-05,7.3e-05,-0.862374,-1.338832,1.741168
6.44600000000001,1.7e-05,-7e-06,7.6e-05,-0.862357,-1.33884,1.741243
5.50000000000001,1.6e-05,-2.4e-05,7.6e-05,-0.862342,-1.338863,1.741319
6.38700000000003,2.2e-05,-3.1e-05,6.5e-05,-0.86232,-1.338894,1.741384
6.34799999999991,2.5e-05,-3.6e-05,4.3e-05,-0.862295,-1.338931,1.741427
5.274,3e-05,-5.2e-05,2.1e-05,-0.862265,-1.338983,1.741447
6.61600000000007,2.4e-05,-5.8e-05,-2e-06,-0.862241,-1.339041,1.741445
6.30399999999998,1.7e-05,-7.4e-05,-1.5e-05,-0.862223,-1.339115,1.74143
6.46199999999997,7e-06,-8.9e-05,-2e-05,-0.862217,-1.339203,1.74141
6.35600000000003,1e-06,-9.6e-05,-1.8e-05,-0.862216,-1.339299,1.741392
5.23600000000002,3e-06,-9.8e-05,-1.9e-05,-0.862213,-1.339398,1.741373
7.47799999999998,8e-06,-0.000114,-2.5e-05,-0.862204,-1.339512,1.741348
5.35700000000006,6e-06,-9e-05,-1.8e-05,-0.862198,-1.339602,1.74133
6.324,3e-06,-7.7e-05,-8e-06,-0.862195,-1.339679,1.741321
6.54599999999994,-1e-06,-7e-05,4e-06,-0.862196,-1.339749,1.741326
5.24400000000003,-2e-06,-7.1e-05,1.5e-05,-0.862198,-1.339819,1.741341
7.44400000000001,-4e-06,-8.7e-05,2.9e-05,-0.862202,-1.339906,1.74137
5.33099999999997,-3e-06,-7.8e-05,3.4e-05,-0.862205,-1.339985,1.741404
6.37799999999999,4e-06,-7.9e-05,3.6e-05,-0.8622,-1.340063,1.74144
6.39800000000001,1.6e-05,-7.6e-05,3e-05,-0.862184,-1.340139,1.74147
5.34199999999996,2.3e-05,-7.6e-05,3e-05,-0.862161,-1.340215,1.7415
6.36700000000001,2.6e-05,-8.4e-05,4.5e-05,-0.862135,-1.340298,1.741545
6.43100000000008,3.3e-05,-0.000107,7e-05,-0.862102,-1.340405,1.741615
5.33399999999995,3.3e-05,-9.1e-05,6.2e-05,-0.862069,-1.340496,1.741677
7.47299999999995,4.1e-05,-8.2e-05,5.2e-05,-0.862028,-1.340578,1.741729
5.35000000000008,5.1e-05,-7.5e-05,4e-05,-0.861977,-1.340653,1.741769
6.32599999999994,6e-05,-6.9e-05,2.9e-05,-0.861917,-1.340722,1.741799
6.41600000000009,6.3e-05,-5.5e-05,2.5e-05,-0.861854,-1.340777,1.741824
5.34499999999993,6.3e-05,-3.7e-05,2.6e-05,-0.861791,-1.340814,1.74185
6.37399999999999,6.3e-05,-2.2e-05,3.1e-05,-0.861728,-1.340836,1.741881
6.94700000000004,6.1e-05,-1.2e-05,3.6e-05,-0.861667,-1.340847,1.741918
4.87399999999993,6.6e-05,-4e-06,4.2e-05,-0.861601,-1.340852,1.74196
6.36800000000004,5.2e-05,-3e-06,3.4e-05,-0.861549,-1.340854,1.741994
6.57600000000003,4.6e-05,-1.3e-05,3.2e-05,-0.861503,-1.340867,1.742027
6.23499999999999,3.6e-05,-2.8e-05,2.8e-05,-0.861467,-1.340895,1.742054
6.32199999999994,2.5e-05,-4.2e-05,2.3e-05,-0.861442,-1.340937,1.742078
5.40700000000005,1.4e-05,-5e-05,2.5e-05,-0.861428,-1.340987,1.742103
6.30399999999998,5e-06,-4.4e-05,3.1e-05,-0.861423,-1.341031,1.742133
5.243,1e-06,-3.1e-05,4.2e-05,-0.861421,-1.341063,1.742175
6.53900000000007,1e-06,-2.5e-05,6.2e-05,-0.861421,-1.341088,1.742237
6.297,3e-06,-2.6e-05,9.6e-05,-0.861417,-1.341114,1.742333
5.31799999999993,8e-06,-1.5e-05,9.1e-05,-0.86141,-1.341129,1.742423
7.52399999999998,7e-06,-5e-06,8.5e-05,-0.861403,-1.341134,1.742509
6.30600000000003,-3e-06,2e-06,7.1e-05,-0.861406,-1.341132,1.74258
5.463,-1e-05,3e-06,5.6e-05,-0.861416,-1.34113,1.742636
6.29900000000005,-1.1e-05,0,5.1e-05,-0.861427,-1.341129,1.742687
5.27999999999995,-1.2e-05,1e-06,5.2e-05,-0.861439,-1.341129,1.742739
6.56800000000002,-1.6e-05,3e-06,5.5e-05,-0.861455,-1.341126,1.742794
6.31999999999999,-2.3e-05,1e-06,6e-05,-0.861478,-1.341125,1.742854
5.29100000000005,-3.5e-05,-6e-06,7.1e-05,-0.861513,-1.341132,1.742926
7.54199999999994,-3.4e-05,-1.6e-05,4.9e-05,-0.861547,-1.341148,1.742975
6.29000000000002,-3.2e-05,-2.5e-05,3.1e-05,-0.861579,-1.341173,1.743006
5.30200000000003,-2.6e-05,-2.8e-05,1.6e-05,-0.861605,-1.341201,1.743022
6.42299999999996,-2.1e-05,-2.6e-05,4e-06,-0.861626,-1.341226,1.743026
5.28300000000004,-2.1e-05,-2.7e-05,0,-0.861647,-1.341254,1.743026
7.63000000000003,-1.9e-05,-2.3e-05,5e-06,-0.861666,-1.341276,1.743031
6.28999999999991,-2.3e-05,-2.2e-05,1.1e-05,-0.86169,-1.341298,1.743042
5.29400000000002,-2.7e-05,-2.1e-05,9e-06,-0.861716,-1.341319,1.743051
6.49699999999998,-2.5e-05,-3e-05,-1e-06,-0.861741,-1.341349,1.74305
6.27200000000006,-2.3e-05,-5.6e-05,-1e-05,-0.861764,-1.341405,1.74304
6.39199999999995,-1.5e-05,-6.5e-05,-2e-06,-0.861778,-1.34147,1.743038
6.46600000000008,-7e-06,-6.6e-05,1.4e-05,-0.861785,-1.341536,1.743052
5.26899999999997,3e-06,-6.7e-05,3.1e-05,-0.861782,-1.341604,1.743083
6.54699999999997,7e-06,-5.1e-05,3.3e-05,-0.861775,-1.341655,1.743116
6.31900000000007,9e-06,-4.9e-05,4e-05,-0.861765,-1.341703,1.743156
6.3979999999999,1.5e-05,-4.7e-05,5.2e-05,-0.86175,-1.34175,1.743208
6.44100000000003,2.5e-05,-4.9e-05,6.5e-05,-0.861725,-1.341799,1.743273
5.21400000000005,3.5e-05,-5.4e-05,7.4e-05,-0.86169,-1.341853,1.743347
6.41700000000001,4.5e-05,-5.7e-05,7.6e-05,-0.861644,-1.34191,1.743423
6.41399999999992,5.1e-05,-5.7e-05,7.1e-05,-0.861593,-1.341967,1.743495
5.26300000000002,5.2e-05,-5.7e-05,6.2e-05,-0.861541,-1.342024,1.743557
6.47300000000006,5.5e-05,-6.3e-05,5.2e-05,-0.861487,-1.342087,1.743609
6.40199999999991,3e-05,-4.8e-05,2.2e-05,-0.861457,-1.342135,1.743631
6.32300000000008,-2e-06,-3.9e-05,1e-05,-0.861459,-1.342174,1.743641
6.46599999999997,-3.4e-05,-2.8e-05,8e-06,-0.861493,-1.342202,1.743649
6.30399999999998,-5.2e-05,-2e-05,9e-06,-0.861545,-1.342222,1.743658
5.32200000000005,-5.9e-05,-1.5e-05,1.4e-05,-0.861604,-1.342237,1.743672
6.42999999999994,-6.8e-05,-1.6e-05,2.5e-05,-0.861672,-1.342254,1.743697
6.33700000000004,-5.1e-05,-1.5e-05,2.2e-05,-0.861723,-1.342268,1.743719
6.56999999999996,-4.5e-05,-1.3e-05,1.5e-05,-0.861769,-1.342281,1.743735
6.27200000000006,-4.5e-05,-5e-06,1.5e-05,-0.861814,-1.342286,1.74375
5.29199999999996,-4.4e-05,9e-06,2.4e-05,-0.861858,-1.342277,1.743774
6.49699999999998,-4.6e-05,2.6e-05,3.7e-05,-0.861904,-1.342251,1.74381
5.18399999999997,-3.7e-05,3.1e-05,3.1e-05,-0.861942,-1.34222,1.743841
7.52200000000003,-3.7e-05,3.3e-05,2.5e-05,-0.861978,-1.342187,1.743866
6.35200000000014,-3.8e-05,3e-05,1.7e-05,-0.862016,-1.342157,1.743884
5.28499999999998,-4.1e-05,2.4e-05,1.2e-05,-0.862057,-1.342134,1.743895
6.53099999999984,-3.8e-05,2e-05,8e-06,-0.862095,-1.342114,1.743903
6.49200000000016,-3e-05,2e-05,6e-06,-0.862125,-1.342094,1.74391
5.29299999999999,-2.7e-05,2.2e-05,1e-05,-0.862153,-1.342072,1.743919
6.49999999999995,-3.3e-05,1.9e-05,1.5e-05,-0.862185,-1.342052,1.743934
5.23600000000002,-5e-05,1.2e-05,1.6e-05,-0.862235,-1.34204,1.74395
6.4249999999999,-5.5e-05,4e-06,7e-06,-0.862291,-1.342037,1.743957
7.52799999999998,-6.7e-05,5e-06,0,-0.862357,-1.342032,1.743957
5.26900000000019,-7.1e-05,4e-06,-3e-06,-0.862429,-1.342028,1.743955
6.44199999999984,-6.4e-05,1e-06,-4e-06,-0.862493,-1.342026,1.743951
5.37100000000001,-5e-05,7e-06,-4e-06,-0.862543,-1.34202,1.743948
6.39699999999999,-4.2e-05,2.1e-05,-2e-06,-0.862585,-1.341999,1.743945
7.50000000000006,-2.1e-05,2.8e-05,-1e-06,-0.862606,-1.341971,1.743944
5.3129999999999,-2e-06,3.3e-05,-3e-06,-0.862608,-1.341938,1.743941
6.39600000000007,1.6e-05,2.9e-05,-7e-06,-0.862592,-1.341909,1.743934
5.38799999999995,2.1e-05,1.9e-05,-2e-06,-0.862571,-1.34189,1.743932
6.33000000000017,1.6e-05,1e-05,1.1e-05,-0.862555,-1.34188,1.743943
6.44399999999989,1.1e-05,1e-05,2.3e-05,-0.862545,-1.34187,1.743966
5.36300000000001,6e-06,2.2e-05,2.2e-05,-0.862539,-1.341848,1.743989
6.44500000000003,-2e-06,3.5e-05,1.3e-05,-0.862541,-1.341814,1.744002
5.38099999999986,-8e-06,4.8e-05,1e-06,-0.862548,-1.341765,1.744002
6.44400000000012,-1.1e-05,4.6e-05,-1e-05,-0.86256,-1.341719,1.743992
7.35299999999994,-1.8e-05,4.9e-05,-1.3e-05,-0.862578,-1.341671,1.743979
5.29899999999994,-2.4e-05,3.8e-05,-1.2e-05,-0.862602,-1.341632,1.743967
6.43600000000011,-2.7e-05,2e-05,-8e-06,-0.862629,-1.341612,1.743959
6.28699999999993,-2.6e-05,3e-06,-6e-06,-0.862655,-1.341609,1.743953
6.41599999999998,-2.6e-05,-9e-06,-1e-05,-0.862681,-1.341618,1.743943
6.35400000000019,-1.8e-05,-1.2e-05,-1.1e-05,-0.862699,-1.34163,1.743932
5.36199999999987,-1.5e-05,-8e-06,-1.1e-05,-0.862714,-1.341638,1.743921
6.44400000000012,-2e-05,3e-06,-2.1e-05,-0.862734,-1.341635,1.743899
7.38899999999987,-2.2e-05,1e-05,-3.2e-05,-0.862756,-1.341624,1.743867
5.48700000000002,-2.3e-05,1.5e-05,-3.8e-05,-0.86278,-1.341609,1.743829
6.34400000000013,-1.6e-05,2.6e-05,-3.6e-05,-0.862795,-1.341584,1.743794
5.35999999999981,-7e-06,3.9e-05,-4.2e-05,-0.862802,-1.341544,1.743752
6.53500000000018,0,5.2e-05,-6.9e-05,-0.862801,-1.341493,1.743683
6.34800000000002,5e-06,3.7e-05,-7.6e-05,-0.862796,-1.341456,1.743607
6.35799999999986,7e-06,2.6e-05,-8.2e-05,-0.862789,-1.34143,1.743525
6.41000000000003,8e-06,2.1e-05,-7.6e-05,-0.862781,-1.341409,1.743448
5.27199999999994,6e-06,2.4e-05,-6.2e-05,-0.862776,-1.341385,1.743387
6.44700000000009,3e-06,2.6e-05,-4e-05,-0.862772,-1.341359,1.743347
6.41500000000006,3e-06,2.8e-05,-9e-06,-0.862769,-1.341331,1.743338
5.301,3e-06,3.9e-05,2.6e-05,-0.862766,-1.341292,1.743364
6.46499999999994,3e-06,5.7e-05,5.9e-05,-0.862763,-1.341236,1.743423
5.31900000000007,3e-06,7.7e-05,8.4e-05,-0.86276,-1.341159,1.743507
6.40099999999988,1e-06,9.5e-05,8.9e-05,-0.86276,-1.341064,1.743595
6.45999999999991,-3e-06,0.000107,7.6e-05,-0.862763,-1.340957,1.743672
5.33400000000017,-1.3e-05,0.000127,6.8e-05,-0.862775,-1.34083,1.743739
6.45899999999999,-1.7e-05,0.0001,4e-05,-0.862793,-1.34073,1.743779
6.39900000000004,-1.8e-05,8e-05,2.8e-05,-0.862811,-1.34065,1.743807
6.35899999999978,-1.7e-05,5.1e-05,2.7e-05,-0.862828,-1.3406,1.743834
6.44500000000003,-1.9e-05,2.3e-05,3e-05,-0.862847,-1.340576,1.743864
5.41600000000009,-1.8e-05,4e-06,3e-05,-0.862865,-1.340572,1.743895
6.4280000000001,-1.2e-05,-1.2e-05,2.8e-05,-0.862877,-1.340584,1.743923
5.41099999999983,-5e-06,-2.9e-05,2e-05,-0.862882,-1.340613,1.743943
7.42700000000007,-2e-06,-5.2e-05,8e-06,-0.862884,-1.340664,1.743951
6.40899999999989,1e-06,-5.4e-05,-9e-06,-0.862884,-1.340718,1.743942
5.35600000000014,1e-06,-5.7e-05,-2.8e-05,-0.862882,-1.340775,1.743914
6.39900000000004,-3e-06,-5.9e-05,-3.7e-05,-0.862886,-1.340834,1.743876
6.3979999999999,-1.2e-05,-7.1e-05,-4e-05,-0.862897,-1.340905,1.743836
6.4249999999999,-1.2e-05,-5.9e-05,-2.7e-05,-0.86291,-1.340964,1.743809
6.38700000000014,-8e-06,-5e-05,-1.4e-05,-0.862918,-1.341014,1.743795
5.39200000000006,1e-06,-4.5e-05,4e-06,-0.862917,-1.341059,1.743799
6.31199999999987,1e-05,-2.8e-05,1.3e-05,-0.862906,-1.341087,1.743812
6.38899999999998,1.9e-05,-1.9e-05,1.1e-05,-0.862888,-1.341105,1.743823
6.45600000000002,2.8e-05,-1.8e-05,6e-06,-0.862859,-1.341123,1.743829
6.36999999999999,3.6e-05,-2.6e-05,-4e-06,-0.862823,-1.341149,1.743825
5.31400000000004,3.8e-05,-2.9e-05,-1.4e-05,-0.862786,-1.341178,1.743811
6.49800000000011,3.3e-05,-1.9e-05,-1.4e-05,-0.862753,-1.341197,1.743797
6.36599999999987,2.7e-05,-8e-06,-9e-06,-0.862726,-1.341205,1.743788
5.30500000000012,9e-06,2e-06,-4e-06,-0.862717,-1.341204,1.743785
7.48399999999982,-9e-06,5e-06,-8e-06,-0.862726,-1.341199,1.743777
5.29200000000007,-3e-05,0,-1.3e-05,-0.862756,-1.341199,1.743765
6.50799999999996,-5e-05,-7e-06,-7e-06,-0.862806,-1.341205,1.743758
6.29400000000002,-7.7e-05,-8e-06,1.1e-05,-0.862883,-1.341214,1.743769
6.41700000000012,-7.3e-05,3e-06,2.7e-05,-0.862956,-1.341211,1.743796
6.47699999999984,-6.7e-05,1.5e-05,4.3e-05,-0.863023,-1.341196,1.743839
5.30600000000003,-5.1e-05,2.1e-05,5.2e-05,-0.863075,-1.341175,1.743891
6.49300000000008,-3.1e-05,2.2e-05,4.8e-05,-0.863106,-1.341153,1.743939
6.28999999999991,-1.3e-05,2.1e-05,3.7e-05,-0.863118,-1.341133,1.743976
5.33500000000009,3e-06,1.5e-05,3.1e-05,-0.863115,-1.341118,1.744007
6.50700000000004,2.1e-05,4e-06,2.5e-05,-0.863094,-1.341113,1.744032
5.22800000000001,4e-05,-7e-06,8e-06,-0.863054,-1.34112,1.74404
6.3899999999999,6.1e-05,-1.6e-05,-2.1e-05,-0.862993,-1.341136,1.744019
7.66,5.2e-05,-1.5e-05,-3.9e-05,-0.862941,-1.341152,1.74398
5.28299999999993,4.3e-05,-1.8e-05,-6.1e-05,-0.862898,-1.34117,1.743919
6.39600000000007,3e-05,-2e-05,-8.5e-05,-0.862869,-1.34119,1.743834
5.38799999999995,1.8e-05,-1.9e-05,-0.000102,-0.86285,-1.341209,1.743732
6.35600000000003,1e-05,-2.3e-05,-0.000122,-0.862841,-1.341232,1.74361
7.55100000000009,1e-06,-2.2e-05,-9.5e-05,-0.86284,-1.341254,1.743515
5.27900000000003,-4e-06,-3e-05,-8.4e-05,-0.862844,-1.341283,1.743431
6.36899999999985,-1.3e-05,-4.6e-05,-7.3e-05,-0.862856,-1.34133,1.743358
5.41000000000014,-2.5e-05,-7.1e-05,-7.5e-05,-0.862881,-1.341401,1.743283
7.50300000000004,-2.3e-05,-6.7e-05,-5.8e-05,-0.862904,-1.341468,1.743225
6.36099999999984,-2.6e-05,-6.9e-05,-4.8e-05,-0.86293,-1.341537,1.743176
5.35900000000011,-3.2e-05,-6.1e-05,-3e-05,-0.862962,-1.341597,1.743146
7.39899999999993,-4.2e-05,-4.7e-05,-1.4e-05,-0.863004,-1.341644,1.743133
5.37100000000001,-3.8e-05,-2e-05,1e-06,-0.863043,-1.341664,1.743134
6.32100000000002,-4.1e-05,-8e-06,8e-06,-0.863084,-1.341672,1.743142
6.37200000000004,-5e-05,-5e-06,8e-06,-0.863134,-1.341677,1.74315
6.43199999999999,-4.2e-05,-6e-06,1e-06,-0.863176,-1.341683,1.743151
6.39900000000004,-4.1e-05,-1.1e-05,-9e-06,-0.863217,-1.341694,1.743142
6.34399999999991,-4.5e-05,-1.8e-05,-1.8e-05,-0.863262,-1.341711,1.743124
5.34100000000004,-6.3e-05,-3.4e-05,-2.5e-05,-0.863325,-1.341746,1.743099
7.43399999999994,-6.4e-05,-4.3e-05,-1.8e-05,-0.863389,-1.341789,1.743081
5.37499999999991,-7e-05,-5.4e-05,-1.5e-05,-0.863459,-1.341843,1.743066
6.34000000000001,-7.2e-05,-5.4e-05,-1.3e-05,-0.863531,-1.341896,1.743054
7.43400000000016,-9e-05,-5.2e-05,-1.4e-05,-0.863621,-1.341949,1.743039
5.39699999999987,-8.6e-05,-3.8e-05,-2e-05,-0.863707,-1.341986,1.743019
6.43499999999997,-9.2e-05,-3.5e-05,-3.3e-05,-0.863799,-1.342021,1.742987
6.413,-0.000106,-3.9e-05,-4.7e-05,-0.863904,-1.34206,1.74294
6.39000000000012,-8e-05,-3.5e-05,-4.1e-05,-0.863984,-1.342095,1.742899
6.36799999999993,-6.6e-05,-4e-05,-3.5e-05,-0.86405,-1.342136,1.742864
5.41100000000005,-6.3e-05,-5.3e-05,-2.8e-05,-0.864113,-1.342189,1.742836
7.40800000000008,-4.9e-05,-5.1e-05,-1.3e-05,-0.864162,-1.342239,1.742823
5.328,-4.9e-05,-4.9e-05,-9e-06,-0.864211,-1.342289,1.742815
6.46099999999983,-4.5e-05,-3.8e-05,-1.1e-05,-0.864255,-1.342327,1.742804
7.52400000000009,-3.6e-05,-3.1e-05,-1.3e-05,-0.864291,-1.342358,1.742791
5.46200000000008,-1.1e-05,-2e-05,-8e-06,-0.864302,-1.342378,1.742784
6.29099999999982,6e-06,-1.7e-05,-8e-06,-0.864296,-1.342395,1.742776
5.24800000000014,2.1e-05,-2.3e-05,-7e-06,-0.864276,-1.342418,1.742768
7.525,2.4e-05,-2.5e-05,2e-06,-0.864251,-1.342443,1.742771
6.30699999999984,2.8e-05,-3e-05,1.2e-05,-0.864223,-1.342473,1.742782
5.27500000000014,2.9e-05,-2.8e-05,1.7e-05,-0.864194,-1.342501,1.7428
6.46900000000006,2.8e-05,-2.1e-05,2.4e-05,-0.864166,-1.342522,1.742824
6.36799999999993,2.3e-05,-9e-06,3.2e-05,-0.864143,-1.342531,1.742856
5.32200000000005,2.1e-05,0,3.3e-05,-0.864122,-1.34253,1.742889
6.43799999999994,2.4e-05,-4e-06,2.5e-05,-0.864098,-1.342535,1.742914
6.2819999999999,3.4e-05,-2.4e-05,1.3e-05,-0.864064,-1.342559,1.742927
5.41999999999998,3.2e-05,-3.1e-05,-9e-06,-0.864033,-1.342589,1.742918
7.35700000000006,3.2e-05,-3e-05,-3.3e-05,-0.864,-1.34262,1.742885
5.29500000000005,3.2e-05,-2.3e-05,-4.9e-05,-0.863969,-1.342643,1.742836
6.47400000000009,3.2e-05,-2.2e-05,-5.2e-05,-0.863936,-1.342665,1.742784
6.35599999999981,3.4e-05,-2.7e-05,-5.1e-05,-0.863902,-1.342692,1.742733
5.29600000000019,4.1e-05,-3.3e-05,-5.9e-05,-0.863861,-1.342725,1.742674
7.70799999999983,3.1e-05,-2.4e-05,-5.3e-05,-0.86383,-1.342749,1.74262
5.22800000000001,2.2e-05,-1.7e-05,-6.1e-05,-0.863807,-1.342766,1.74256
6.51000000000002,1.4e-05,-1.2e-05,-7.2e-05,-0.863794,-1.342777,1.742488
6.30900000000012,1e-05,-1.1e-05,-9.3e-05,-0.863784,-1.342789,1.742395
5.29699999999989,6e-06,-8e-06,-8.2e-05,-0.863778,-1.342797,1.742313
7.51499999999994,4e-06,-2e-06,-7.9e-05,-0.863775,-1.342798,1.742234
5.33700000000015,2e-06,6e-06,-7.2e-05,-0.863773,-1.342792,1.742161
