Elapse,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
5.33899999999932,-0.037128,-0.002443,1.006351,-0.375,0.3125,-0.9375
5.24099999999983,-0.035173,-0.007816,0.991695,-0.5625,2.25,-1.0625
6.44100000000059,-0.050318,-0.015144,1.005862,1.0625,-0.1875,0.625
4.23799999999908,-0.038593,-0.015633,1.010747,0.875,-0.25,0
5.31699999999979,-0.044455,-0.004885,1.002443,-0.625,-0.4375,-2.3125
6.3670000000009,-0.038593,-0.011236,1.001954,0.5625,-1.5,0
4.24899999999973,-0.044455,-0.008305,1.001466,-2.1875,0.4375,-2.5625
6.37799999999977,-0.046409,0.004397,1.000977,-0.8125,1,-0.3125
5.25500000000001,-0.032242,-0.00342,0.992672,-0.3125,0.0625,3
5.30700000000017,-0.033708,-0.007328,1.011236,-1,1.75,-0.4375
4.25599999999982,-0.040547,-0.014656,0.99658,-0.1875,-1.625,-1.5
6.4030000000006,-0.042501,-0.012702,1.010747,-0.3125,-1.375,-0.5625
6.36100000000006,-0.048852,-0.007816,1.017587,1.1875,-3.8125,2.1875
4.25199999999926,-0.048852,0,0.995603,0,0.125,-1.3125
6.37500000000024,-0.051295,-0.00977,1.001954,0.0625,0.6875,-1.3125
5.30900000000045,-0.040547,-0.006351,1.001466,-1.0625,1.5,-1.3125
4.24399999999991,-0.035173,-0.01319,1.009282,-3,0.4375,0.6875
5.29500000000027,-0.045921,-0.007328,0.991695,-1.1875,0.75,1.6875
5.30700000000017,-0.040059,-0.016121,1.000977,0.1875,-0.75,0.625
4.83099999999936,-0.044455,-0.012213,1.009282,0.6875,-0.9375,-0.4375
6.37400000000099,-0.05276,-0.013679,1.006351,-1,-1.0625,0.75
4.32199999999838,-0.040059,0.000489,1.001954,-3.0625,1,0.6875
5.31199999999998,-0.061065,-0.012702,0.999511,-1.5625,1.5,-0.125
5.30600000000092,-0.036639,-0.007328,1.005862,-0.25,1.3125,0.5
4.22299999999964,-0.04299,-0.002931,1.000489,1.375,1.0625,1.6875
5.2620000000001,-0.042501,-0.000977,1.010259,0.5,1.25,-0.4375
5.31600000000054,-0.041036,-0.002931,0.999511,-0.6875,-1.9375,1.25
4.23200000000001,-0.043967,-0.001954,1.007816,-0.8125,2.25,0.6875
6.38399999999884,-0.028334,-0.010747,1.005374,-1.125,-1.5,-0.0625
6.34800000000091,-0.030777,-0.019541,1.012213,-0.4375,-1,-0.125
5.40400000000041,-0.045432,-0.001466,0.982413,-0.375,1.625,2
4.21499999999853,-0.04299,-0.013679,0.997069,-0.0625,-0.25,2.1875
5.30400000000064,-0.053249,-0.015633,0.993649,1.125,0.4375,2.375
5.30200000000036,-0.030288,-0.007328,0.991207,-0.1875,-2.375,-3
4.23999999999936,-0.044455,-0.000977,1.009282,-0.5625,-1.125,1.6875
5.25900000000057,-0.03615,0.001954,1.012702,-1.0625,2.3125,0.1875
5.32100000000035,-0.047875,-0.01661,0.996092,0.125,-0.625,0.5
4.24199999999963,-0.04299,-0.017098,1.005374,-0.6875,1.125,2
5.2979999999998,-0.039082,-0.006839,1.008793,-1.0625,3.3125,0.875
5.2979999999998,-0.049829,-0.003908,1.004397,-0.375,0.25,2.25
5.35999999999959,-0.045921,-0.014167,0.994626,-2.6875,2.25,-0.1875
5.28700000000093,-0.04299,-0.001954,1.006839,-0.5625,1.0625,0.1875
6.34200000000007,-0.036639,-0.014167,1.003908,1.1875,0.3125,-0.75
5.30000000000008,-0.039082,-0.00977,1.001954,-2,1.125,1.5625
4.28899999999999,-0.043478,-0.005374,1.008305,-1,-0.3125,0.8125
5.32299999999886,-0.045921,0.002931,1.01319,-1.6875,1.5,-1.9375
5.27300000000075,-0.046898,-0.008305,1.004397,-0.5,0.875,1.25
4.58099999999995,-0.032242,0.006839,1.008305,0.125,-0.1875,-0.4375
4.98999999999938,-0.04299,-0.006839,1.002931,-1.25,1.4375,-0.0625
5.30600000000092,-0.028334,-0.005862,0.994626,1.8125,0.375,-0.25
5.28199999999934,-0.047875,-0.015144,1.002931,-1.4375,1.8125,0.125
4.27499999999981,-0.035662,0.002931,1.009282,-1.4375,-0.4375,-1.5625
6.30500000000112,-0.053737,-0.006839,1.013679,-0.3125,-0.0625,-0.5
6.35499999999922,-0.040059,0.005862,1.011236,-0.3125,2.375,-0.5
4.26299999999991,-0.034685,-0.000489,1.006839,-2.3125,1.875,1.125
5.31100000000073,-0.032242,-0.001466,1.008793,1.0625,0.5,-1.0625
6.3209999999998,-0.050806,-0.012213,1.016121,-1.375,0.125,-0.75
4.24199999999963,-0.045921,0.003908,0.994138,-2.75,-1.5,-0.375
5.30499999999989,-0.043967,-0.014167,1.002931,-1.375,1.5625,-0.125
6.41800000000003,-0.041524,-0.001954,1.001954,-1.8125,2,-2.6875
5.30499999999989,-0.043967,-0.00342,0.996092,-1,-0.25,-1.1875
5.47200000000103,-0.046409,-0.008793,0.994138,-2.625,0.625,0.5625
5.21399999999872,-0.033708,-0.007816,0.998046,-0.625,1.9375,-0.5625
5.30000000000008,-0.031754,-0.014656,0.999023,-1.625,-0.125,2.25
4.24800000000047,-0.051295,-0.004397,0.997069,-0.625,1.125,-1.375
5.3219999999996,-0.041036,-0.019052,1.009282,1.3125,0.75,0.75
5.3099999999997,-0.056668,-0.015144,1.015633,-0.375,0.6875,1.25
4.24700000000122,-0.054714,0.000977,1.002443,-0.5625,1.375,-0.8125
5.33099999999997,-0.041524,-0.002443,1.009282,0.3125,1.6875,-1.25
5.36699999999968,-0.04299,-0.010747,0.993649,0.5,1.375,-1.4375
5.31299999999924,-0.048852,-0.002931,1.000977,-2.25,0.4375,1.375
5.2960000000013,-0.047875,-0.008305,0.997557,0.6875,0.0625,-0.9375
4.25599999999982,-0.044455,-0.00342,1.004885,0.5625,0,0.0625
5.30399999999887,-0.042013,-0.005374,1.00342,-0.6875,0.3125,0.1875
5.332000000001,-0.053249,-0.007816,1.001466,-1.6875,0.5625,-0.4375
5.28399999999962,-0.051295,-0.003908,0.999511,-1.75,-1.8125,-0.5625
6.35800000000053,-0.046898,-0.007328,0.996092,-1.5,0.3125,0.625
4.26899999999897,-0.040059,-0.001954,1.006351,0.375,-1.5625,0.875
5.25200000000048,-0.038593,0.004885,1.006839,0.875,2.5,-1.4375
5.38399999999939,-0.034196,0.000489,0.999023,-0.3125,0.3125,0.5625
4.2730000000013,-0.051295,-0.00977,1.00977,0,-0.75,-1.25
5.30000000000008,-0.046898,0.005374,1.000489,-0.875,1.5,1.8125
5.30399999999887,-0.035173,-0.00977,1.002931,-1.0625,3.125,1.4375
4.24000000000113,-0.038593,-0.011724,0.996092,-0.75,-0.625,-3
5.32600000000016,-0.058134,-0.007816,1.00977,0,0.375,-0.25
6.30399999999831,-0.061065,-0.018564,0.993161,-1.5,0.0625,1.8125
5.3080000000012,-0.047386,-0.008793,1.016121,-0.9375,1.1875,-1.625
5.31299999999924,-0.044944,-0.004397,0.996092,-0.0625,-0.3125,2.8125
5.31400000000026,-0.040059,-0.007328,1.001466,-0.1875,-1.0625,0.4375
5.40999999999947,-0.03957,0.008793,1.011724,-0.125,0.125,1.5625
4.22300000000142,-0.028334,-0.014656,1.001466,-0.125,2.875,-2.6875
6.36100000000006,-0.044455,-0.008305,1.006351,0.8125,0.6875,-2.125
5.30599999999914,-0.037128,-0.009282,1.000489,0.9375,-1.375,-0.8125
4.26000000000037,-0.030777,-0.000977,1.008305,0.5,0.5,-0.6875
5.30000000000008,-0.042013,-0.00342,0.99658,-0.1875,0.875,-1
5.30599999999914,-0.055691,-0.000977,1.011724,-3.125,-0.5625,-0.1875
5.35400000000053,-0.050318,-0.013679,1.002443,-1,-0.5625,1.875
5.29099999999971,-0.054714,-0.002443,1.004885,-1.25,0.375,1.5625
5.40200000000013,-0.04934,0.001954,1.015633,-1.625,1.125,0.9375
4.24600000000019,-0.045432,-0.014167,1.010259,-1,2.5,0
6.37700000000052,-0.042013,-0.010747,1.014656,0.5,0.5,0.5
5.28899999999943,-0.042013,-0.005862,1.013679,-0.9375,3,-2.1875
5.30200000000036,-0.035173,-0.012702,1.005374,0.3125,-1.1875,1.1875
4.25699999999907,-0.038105,-0.004397,1.011724,-0.5,1.875,1.0625
5.32100000000035,-0.042501,-0.012213,1.004885,-2.1875,0.5,-0.9375
6.3689999999994,-0.042013,-0.000977,1.000977,-0.125,-1.4375,-1.375
5.31500000000129,-0.040059,-0.024426,1.010259,-0.4375,-2.3125,-1.0625
6.31299999999868,-0.035662,-0.019052,1.003908,-1.625,-0.625,0.0625
5.38900000000098,-0.045921,-0.011724,1.000489,-0.625,1.8125,-1.5
4.26700000000046,-0.042013,0.004885,1.004397,-0.3125,0.0625,-0.3125
5.26999999999944,-0.030288,0.011236,1.00342,0.3125,0.375,-2.3125
5.31499999999951,-0.037616,-0.007328,1.012213,-0.875,0.5,0.25
4.25000000000075,-0.039082,-0.002443,1.011724,-0.875,0.0625,0.4375
6.36499999999884,-0.047875,-0.006351,1.000489,-0.875,2.3125,-0.8125
5.26700000000169,-0.048852,-0.001954,1.009282,-1.375,-0.1875,0.6875
5.32499999999914,-0.042013,-0.012213,0.999511,-2.0625,2.0625,-2.75
5.31400000000026,-0.040547,-0.004397,1.004397,-1.5625,-1,-2.1875
5.37199999999949,-0.046898,0,1.001954,-1.875,0.0625,-3
5.32399999999988,-0.037616,-0.001466,1.004397,-1.125,-0.875,0.9375
5.33700000000081,-0.048363,-0.00977,0.993649,-1,1.6875,-0.5625
5.26599999999888,-0.023449,-0.004397,1.006839,-0.25,-1.8125,0.5
5.30499999999989,-0.04299,-0.006839,1.016121,-0.9375,1.5,-0.0625
4.27100000000102,-0.03957,-0.014167,1.004397,-1,1.125,0
5.29700000000055,-0.044944,-0.00977,1.001466,0.3125,-1.6875,0.0625
5.32099999999858,-0.043478,-0.019541,1.01661,-3.25,0.25,-0.9375
4.50300000000148,-0.042501,-0.022472,1.010259,-1.625,-0.375,0.5
5.2519999999987,-0.046409,-0.021495,1.004397,0.75,-0.5,-0.75
5.37200000000126,-0.046898,-0.011724,0.994138,0.4375,-0.0625,0.5625
5.30099999999933,-0.032242,-0.002931,1.008305,0.3125,-0.375,-0.75
5.31100000000073,-0.048363,-0.005374,0.989741,-1,0.9375,0.1875
5.29999999999831,-0.047875,0.005374,1.006839,-0.75,2.25,0.75
4.27200000000028,-0.053249,-0.002931,1.003908,-2.375,0.8125,-0.75
5.30600000000092,-0.055691,-0.019541,0.995115,-0.3125,0.1875,-0.375
5.29199999999896,-0.042013,-0.009282,1.004397,-0.5625,2.8125,0.75
4.2730000000013,-0.050806,-0.006839,1.001466,0.25,0,0.625
5.31299999999924,-0.044455,-0.010747,0.997069,-0.75,0.375,0
5.24900000000095,-0.043967,0.008305,1.000489,-1.5625,4.625,2.6875
5.38699999999892,-0.053737,-0.009282,1,0.25,2.6875,-1.1875
4.25000000000075,-0.044944,-0.007816,1.001954,-1.5625,0.25,0.4375
5.29599999999952,-0.037128,-0.011236,0.989741,-1.375,-0.5625,3.1875
6.36199999999931,-0.026869,0.000489,1,-0.5625,-1.1875,-0.75
4.26500000000019,-0.045921,-0.005862,0.992184,1,1.3125,0.625
5.29500000000027,-0.040059,-0.000977,1.006839,-0.5625,0.9375,1.0625
6.3209999999998,-0.037616,-0.007816,1.001466,0.875,-1.4375,-0.125
4.31400000000082,-0.045432,-0.010747,1.006839,0.5625,0.625,0.5
5.27499999999925,-0.0298,-0.007328,0.997069,-0.0625,0.6875,1.5625
5.28100000000009,-0.053249,0.004885,0.998046,-0.5,-0.25,1.4375
5.38200000000089,-0.040547,-0.000489,0.997557,-0.0625,1.375,1.3125
4.23999999999936,-0.042013,-0.000489,0.993649,-2.1875,0.6875,1.125
5.30499999999989,-0.036639,-0.005862,1.004885,0.3125,-1.4375,1.25
5.32399999999988,-0.042501,0.005374,0.997557,0,1.0625,-1.3125
4.251,-0.047386,-0.006351,1.009282,-0.4375,0.875,-0.4375
5.30099999999933,-0.021983,-0.000977,1,1.0625,-0.8125,-0.1875
5.2480000000017,-0.046898,-0.010259,1.01319,-2.4375,0.625,-1.4375
6.37699999999874,-0.048852,0.002443,1.001954,-0.4375,2.5,-0.6875
4.23699999999982,-0.038105,-0.017587,1.01319,0.5,0.125,1.8125
5.59200000000004,-0.03957,-0.009282,1.00342,-1.1875,-0.1875,-0.9375
6.13300000000017,-0.043967,-0.00977,0.999511,-0.75,1.25,0
5.27500000000103,-0.055203,-0.008793,1.010259,-0.6875,1.375,0.6875
5.29599999999952,-0.043967,-0.001954,1.001954,0.5625,1.1875,-2.4375
5.30400000000064,-0.048363,-0.01319,1.007328,-1.6875,-1.4375,1
4.251,-0.050318,0.004885,1.011724,-1.3125,1.6875,-1.3125
5.30799999999942,-0.048852,0.006351,1.001954,0,0.4375,1.125
5.25900000000057,-0.045432,-0.010259,1.000489,-1.3125,-2.1875,2.3125
5.40599999999891,-0.047386,-0.016121,1.006839,-1.5,0.6875,1.5
5.26400000000038,-0.039082,-0.005862,1.00342,-0.5,-1.25,4.0625
5.35999999999959,-0.046409,-0.000489,1.014167,-1,2.3125,-2.1875
5.29299999999999,-0.045432,-0.010259,0.982413,-1.9375,2.1875,-1.6875
5.29700000000055,-0.037616,-0.005374,0.995115,1.4375,-0.3125,0.1875
5.25700000000029,-0.045921,-0.003908,0.999511,0.0625,1.125,1
5.32999999999895,-0.033708,-0.007816,1.000489,-2.25,2,0.875
5.2979999999998,-0.045921,-0.01661,0.996092,-0.9375,-1.125,-1.8125
5.32600000000016,-0.035173,-0.008793,1.004397,0.5625,0,0.1875
6.36200000000109,-0.050806,0.006351,1.007816,-0.5,0.9375,0.5
4.23499999999954,-0.04934,-0.005374,0.989741,-0.5,0.75,-1
5.39400000000079,-0.040547,0.010747,1.005374,-0.125,1.6875,-1.5
5.31799999999905,-0.03615,0.008305,1.011724,0.4375,1.1875,-0.5625
4.25899999999935,-0.043967,0.007816,0.993161,-0.625,0.6875,0.125
5.29500000000027,-0.040547,-0.004885,1.012213,-0.0625,-0.875,-0.9375
6.35300000000072,-0.040059,-0.005374,1.008793,-0.1875,-0.6875,0.4375
5.29599999999952,-0.049829,-0.002443,1.004397,-1.25,2.125,0.9375
4.25700000000084,-0.043478,-0.010259,1.006351,-0.3125,-0.875,-1.375
6.33499999999998,-0.036639,-0.010747,0.999023,0.5625,0.125,1.25
5.30099999999933,-0.044944,-0.008305,1.009282,-2.125,0.8125,2.8125
4.22000000000011,-0.03615,-0.001466,1.006351,-1.5,0.4375,-1.875
5.34900000000071,-0.036639,-0.006351,1.002443,-0.8125,0.625,0.6875
5.30799999999942,-0.040547,0.002443,1.011236,-2.1875,0.375,-0.5
5.30200000000036,-0.043478,-0.00977,0.997557,-0.0625,1.25,-1.875
5.31099999999896,-0.037128,-0.006839,1.013679,-0.8125,-0.625,-0.6875
6.31500000000074,-0.045921,0.000489,1.004885,-2.4375,0.4375,0.4375
5.27499999999925,-0.055203,-0.001954,1.001466,0.125,2.625,0.875
4.26700000000046,-0.050318,-0.009282,1.005374,-1.875,-0.0625,-2.25
5.29000000000046,-0.03615,-0.005374,1.002931,-1.375,3.25,-0.25
5.30399999999887,-0.039082,-0.015633,1.008305,0.3125,2.25,0.0625
4.24600000000019,-0.046898,-0.001954,1.004397,-1.6875,0.75,-0.625
5.43000000000049,-0.040547,0.011236,0.998046,0.8125,-1.4375,-0.8125
5.27300000000075,-0.034196,0.005374,1.002931,-1.5,0.5,0.375
4.22299999999964,-0.049829,-0.012213,1.004397,0.6875,-0.8125,-2.1875
6.38799999999939,-0.043967,-0.006351,1.008305,0.5625,-2.0625,0.125
5.24900000000095,-0.038105,0.006839,0.999511,-1.5,0.3125,-2.125
5.29699999999877,-0.035662,-0.018075,1.005862,-1.375,2.3125,-0.6875
6.37000000000043,-0.045921,-0.006839,1.016121,-0.8125,1.125,0.9375
5.26699999999991,-0.047875,-0.007816,1.002443,-0.75,3.25,-0.875
5.31800000000082,-0.036639,-0.018075,0.983879,0.25,-0.1875,-0.9375
4.251,-0.035662,-0.000489,0.996092,-0.0625,-1.4375,0.1875
5.25999999999982,-0.038105,-0.015144,1.009282,-0.4375,0,-0.8125
5.29599999999952,-0.035662,-0.015144,1.000489,1.625,0.4375,-0.3125
5.31900000000007,-0.038593,-0.002443,1.002931,-1.9375,0.8125,-1.5
4.24600000000019,-0.036639,-0.007816,1.011236,-0.625,0.625,-0.625
5.25500000000001,-0.051295,-0.002931,1.000489,0.25,1.4375,1.1875
5.30400000000064,-0.048363,0.009282,1.004397,0.1875,0.9375,-0.9375
4.26399999999916,-0.036639,-0.015633,0.998046,-0.5,-1.8125,-0.0625
5.30499999999989,-0.047386,-0.001954,1.012213,-1.375,0.625,-0.9375
6.30699999999962,-0.030288,-0.001466,1.010259,-2.0625,-1.125,1.1875
4.32600000000072,-0.041036,-0.005374,0.998046,-0.125,1.8125,1
5.32699999999942,-0.043967,-0.00342,1.005862,0.5,-0.8125,-1.4375
5.30000000000008,-0.03957,-0.012213,1.010259,0.6875,0.3125,2
5.30400000000064,-0.036639,-0.016121,1.007328,0,-1.75,-0.25
5.30200000000036,-0.040059,-0.02296,1.008305,0.1875,0.5,-0.375
5.26299999999935,-0.042501,-0.014167,1.001466,-1.5,-0.1875,1.8125
5.31900000000007,-0.040059,0.002443,1.006351,-0.5,-1,-0.3125
4.24600000000019,-0.027846,-0.025403,1.004397,-0.9375,2.375,-1.5
5.30399999999887,-0.032242,-0.01319,1.000489,0.5625,-1.0625,-0.125
6.44800000000068,-0.034196,-0.010747,0.99658,-0.5,-0.125,-0.25
5.27499999999925,-0.045432,-0.021006,0.996092,-0.6875,-0.875,0
5.27500000000103,-0.044455,-0.021006,0.998534,-2.5625,1.4375,0.625
5.31400000000026,-0.046409,0.001466,1.001954,-1.5625,2.4375,-0.1875
5.31299999999924,-0.045921,-0.002931,1.005374,-1.8125,1.3125,-2.25
4.23600000000057,-0.044455,-0.001466,0.994626,-1,0.75,1.125
5.27499999999925,-0.044944,-0.014167,1.002931,0.875,-1.375,1.0625
6.36599999999987,-0.041036,-0.010259,1.001954,-1.6875,0.4375,-0.8125
4.24399999999991,-0.033219,0.006839,1.002931,-0.0625,1.125,-0.0625
5.31600000000054,-0.044455,-0.018075,0.999023,0.25,0.5625,1.125
5.41400000000003,-0.031754,-0.011724,1.012702,0,0.125,0.1875
4.25399999999954,-0.040547,-0.003908,1.00342,0.375,1.25,0.9375
5.29299999999999,-0.044944,-0.009282,1.016121,-2.25,2.125,0.875
5.2859999999999,-0.044944,-0.002443,0.989741,0.0625,-1.5,-1.375
5.29299999999999,-0.045921,-0.005374,1.002931,-0.0625,-0.625,0.25
4.24000000000113,-0.043478,0.001954,1.005374,-0.8125,1.5625,5.375
5.28399999999962,-0.035662,-0.013679,1.012213,-1.375,-0.0625,1.8125
5.32499999999914,-0.040059,-0.005862,1.009282,-0.4375,0.8125,0.3125
4.21900000000086,-0.038105,-0.00342,1.002443,0.6875,1.375,-0.625
5.31600000000054,-0.053249,-0.009282,1.007816,-0.6875,0,1.4375
5.34999999999997,-0.038105,-0.006351,1.016121,-1,1.3125,-1.375
5.29299999999999,-0.038593,-0.005862,1.012213,-0.0625,2.0625,0.8125
5.31900000000007,-0.046409,-0.012213,1.000977,-2.5625,-1.1875,1.125
6.38899999999865,-0.043967,-0.007816,0.997069,0.75,-0.5,-0.25
5.31400000000026,-0.032242,-0.01661,1.001466,0.25,3.375,1.5625
4.24199999999963,-0.048852,0.002443,1.00342,-1.375,1.5,1.75
5.30500000000167,-0.044944,-0.010259,0.997557,-2.125,-0.875,1.125
5.3219999999996,-0.035662,-0.010747,1.012213,-1.5625,2.1875,0
4.23699999999982,-0.03615,-0.002443,0.994138,0.625,4.5,0.4375
5.3099999999997,-0.048363,-0.021495,1.012213,-2.8125,1.125,0
5.43300000000002,-0.041036,0.004885,1,0.25,0.9375,1.5
4.23600000000057,-0.02638,-0.012702,1.00342,-1.5,-1.5,-0.4375
5.29599999999952,-0.037128,-0.01319,1.000489,0.5,-2.4375,-1.5
5.33800000000006,-0.048852,-0.006839,0.999023,-0.4375,1.5625,-0.8125
5.28300000000037,-0.03957,-0.00977,1.004397,-1.25,1.5,-1.9375
4.23999999999936,-0.040547,-0.014656,1.002443,0.25,-0.5,0.875
5.30700000000017,-0.04934,-0.017587,1,-0.9375,0.8125,-0.125
5.33500000000053,-0.039082,-0.011724,1.011236,0,0.75,1.3125
5.30199999999859,-0.042501,-0.026869,1.009282,-2.6875,0.6875,-0.0625
6.43600000000077,-0.036639,-0.002443,0.99023,0.125,0.25,-0.5625
5.31499999999951,-0.038593,-0.002931,1.007328,-0.625,-0.625,-0.875
5.30200000000036,-0.047875,-0.006351,1.005374,-0.375,0.125,-1.875
5.31300000000101,-0.041036,0.00342,1.002931,-0.375,0.0625,1.6875
5.30599999999914,-0.033708,-0.008305,0.999023,-0.375,2.5,-0.5625
4.24699999999945,-0.034685,-0.000489,1.006351,-0.375,1.4375,-2.1875
5.31699999999979,-0.054714,-0.005862,1.012702,0.875,0.3125,1.8125
5.31400000000026,-0.034196,-0.01661,1.008793,0.1875,0.1875,1.0625
5.31199999999998,-0.044944,-0.007816,0.987787,-1.3125,0.8125,0.75
4.24899999999973,-0.036639,-0.001466,1.001466,0.125,0.75,0.5625
5.50200000000167,-0.039082,-0.012213,1.010747,-0.875,1.5625,0.25
5.25099999999945,-0.027357,-0.007328,1.009282,0,-0.6875,0.625
4.25399999999954,-0.048852,0,1.003908,0.25,0.5625,-2
6.46200000000086,-0.032242,-0.003908,1.012213,-2.625,-1.875,-1.3125
5.27699999999953,-0.053249,-0.012213,1.020029,0.5625,-1.5625,-0.5
5.28499999999887,-0.045432,-0.014167,0.993161,-0.5625,1.6875,0.8125
5.2960000000013,-0.042013,0.000489,0.991207,-0.125,1.5,-1.9375
5.31799999999905,-0.030288,-0.014656,1.000977,-1.75,-0.5,0.75
4.23800000000085,-0.043967,-0.009282,1.009282,-0.5625,0.1875,-0.125
5.29700000000055,-0.03957,-0.009282,0.998046,0.1875,1.5,0.25
5.41699999999956,-0.039082,-0.005374,0.999511,-1.25,0.8125,0.6875
4.25899999999935,-0.038593,-0.005374,1.000489,-0.125,1.5625,-1.3125
5.35700000000006,-0.040547,-0.000489,1.012213,-0.8125,0.75,-1.5
5.36899999999996,-0.040547,-0.006351,1.004397,-1.1875,-0.5,0.4375
4.25700000000084,-0.063019,-0.008793,1.00342,-1.5,0.375,1.25
5.3219999999996,-0.027357,-0.002443,1.015144,0.4375,0.0625,-0.25
6.41300000000022,-0.038105,-0.01319,0.997557,-1.1875,-0.8125,-0.75
5.37800000000033,-0.047875,-0.021006,0.991207,0.625,1.4375,-2.875
5.34599999999941,-0.038105,-0.008793,0.994138,-1,2.1875,-0.6875
5.45799999999907,-0.034685,-0.001466,1.01661,1.1875,0.3125,2.1875
4.27900000000037,-0.050806,-0.011236,1.00342,-1.375,1.0625,1.5625
5.3289999999997,-0.03957,-0.011236,1.003908,-1.25,0.375,-0.25
5.34700000000043,-0.048363,-0.017587,1.015633,-2.1875,2.1875,-0.9375
5.36100000000062,-0.050806,-0.005374,0.993161,-0.6875,-0.5625,1.125
5.34700000000043,-0.047875,-0.000977,1.01319,-1.375,1.0625,-2.0625
4.28699999999971,-0.042013,-0.000977,1.006351,-1.4375,0.6875,-0.9375
5.35200000000025,-0.050806,-0.010747,0.994626,-0.125,0,0.4375
5.29599999999952,-0.035662,-0.013679,0.998046,0.875,1.0625,-0.6875
5.35400000000053,-0.037128,-0.012213,1.010259,0.25,1.6875,1.1875
4.37200000000004,-0.047386,0.012213,1.007816,-1.75,1.4375,0.1875
5.29099999999971,-0.045921,-0.005374,0.997069,-1.375,1.3125,1.5
5.33099999999997,-0.037128,0,1.015144,-0.5625,-0.375,-0.25
4.27999999999962,-0.056668,0.002443,1.020029,-2.5,2,1.125
6.38000000000005,-0.038105,-0.004397,1.005374,-1.25,-0.4375,0.375
5.35099999999922,-0.041524,0.00977,1.004885,-0.4375,0.625,-3.25
4.29500000000083,-0.033708,-0.012213,0.998534,-0.125,-1.25,0.25
5.34299999999988,-0.045921,-0.010747,0.995603,-1.625,-0.25,2.0625
5.34399999999913,-0.049829,-0.011236,1.006351,0.375,1.5625,-1.75
4.29100000000027,-0.044455,-0.011236,1.008305,-0.9375,0.875,0.8125
5.3080000000012,-0.032242,-0.00977,1.000977,-0.5625,2.125,0.0625
5.34699999999866,-0.031754,-0.017587,1.008305,-0.3125,1.6875,0.9375
4.2580000000001,-0.042501,0.006839,1.00977,-1.9375,0.125,-0.4375
5.32300000000063,-0.043478,-0.000977,1.007328,-1.4375,-0.4375,-0.4375
6.40499999999911,-0.034196,0,1.007816,0.6875,-0.5625,1.6875
4.25700000000084,-0.043478,-0.01661,1.010747,-2.875,0.5625,0.0625
5.30099999999933,-0.037616,-0.004397,1.015144,-1.75,2,0
5.30600000000092,-0.037616,-0.006351,1.004397,1.8125,0.75,-0.6875
5.31400000000026,-0.043967,-0.012702,1.016121,-2.5,1.875,-2.5625
6.59999999999883,-0.033219,0.001954,1.005862,-2.375,0.5625,-0.5625
5.03500000000123,-0.04299,-0.009282,1.001466,-0.75,1,-2.1875
4.2390000000001,-0.035662,-0.011724,1.004397,-2.5,0.5,1.6875
5.31199999999998,-0.033219,-0.010259,1.008793,1,0.75,-1.0625
5.3069999999984,-0.05618,-0.005862,1.007816,-0.6875,1.25,1.1875
5.30000000000008,-0.041524,-0.010259,0.998046,-0.5625,0.25,1.4375
4.25300000000028,-0.034196,-0.006351,1.006351,0.25,1.1875,-0.1875
5.26900000000019,-0.051295,-0.003908,0.999023,0.3125,2.6875,-0.125
5.30400000000064,-0.04299,-0.006839,1.012213,-1.3125,-0.1875,-0.25
5.30599999999914,-0.038105,-0.008793,1.005374,-0.4375,-1.5625,0.4375
5.39200000000051,-0.042013,-0.004397,1.007328,-2.75,1.75,-1.125
5.29399999999924,-0.042501,-0.009282,1.007816,-0.8125,1.9375,1.4375
5.30500000000167,-0.048852,0.004885,1.011236,-0.6875,0.3125,-1.75
5.3069999999984,-0.043967,-0.019541,1.004885,0.125,0.0625,1.6875
5.28500000000065,-0.052272,-0.00342,1.006839,-1.125,1.5625,0.25
5.29900000000083,-0.042501,-0.001954,0.995603,0.6875,0.4375,0.3125
4.24599999999842,-0.033708,-0.008305,1.003908,-0.125,1.5,-0.6875
4.26300000000168,-0.041524,0,1.004397,-0.875,-1.4375,-1.25
6.34399999999857,-0.038593,-0.006839,1.004885,1.375,0.875,0.25
4.24100000000038,-0.050806,0.006351,1.004885,-0.75,0.375,1.0625
5.47200000000103,-0.05276,0.004885,1.006839,-0.25,2.5625,-2.375
5.33099999999997,-0.059599,-0.006351,1.000489,-1.5625,2.75,0.3125
4.27299999999953,-0.041524,0.001954,0.99658,-0.625,-1.75,1.125
5.35900000000034,-0.038593,-0.006351,1.004885,-1.5625,-0.875,0.6875
5.35899999999856,-0.038593,-0.010747,0.995603,-1.125,1,0.4375
4.26500000000019,-0.041036,-0.013679,1.002931,-0.6875,1.1875,0.4375
5.31400000000026,-0.044455,-0.004397,1.014167,1.125,-1.4375,-0.125
5.34700000000043,-0.050806,-0.006351,1.007328,1.6875,0.1875,-0.25
5.34399999999913,-0.031265,0.002443,1.004397,-1.75,1.6875,-0.6875
5.28100000000009,-0.051295,-0.007816,1.018075,-0.375,1.6875,2.25
5.47800000000009,-0.048852,-0.018075,1.001466,0.1875,-0.5,1.6875
4.30200000000092,-0.040059,-0.006351,0.993161,-1,2.6875,-2.75
5.2500000000002,-0.049829,0.000489,0.995603,0.1875,-1.75,-2.375
5.2979999999998,-0.048852,-0.010259,1.009282,-2.625,1.3125,0.75
