Elapse,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
5.30400000000009,-0.044455,-0.004885,1.002931,-0.5,2.4375,-1.0625
5.31700000000002,-0.04934,-0.007328,1,-1.9375,2,-0.375
5.31699999999991,-0.043478,-0.001466,0.990718,-0.4375,0.875,0.0625
4.25400000000009,-0.035173,-0.004397,1.003908,0.875,-0.75,1.5
5.31399999999993,-0.03957,-0.002443,0.996092,1.1875,-0.875,2.1875
5.31199999999998,-0.049829,-0.015144,1.007816,-1.25,1.3125,0.25
4.24500000000005,-0.044944,-0.007328,1.006839,0.625,0,1.5
5.32100000000002,-0.03615,0,1.002931,-0.125,2.875,-0.125
5.29899999999994,-0.051783,0.000977,0.995603,0.125,0.625,1
4.26100000000007,-0.044455,-0.00342,0.993649,-1.375,0.3125,-2.4375
6.41099999999994,-0.035662,-0.007328,1.005862,-2.625,-1.5,0
6.382,-0.046898,-0.001466,0.996092,0.5,-0.375,-1.75
4.25300000000006,-0.05276,-0.009282,0.999023,-0.4375,1.625,-0.9375
5.27999999999995,-0.042013,-0.001954,0.997069,-1.25,1.1875,-0.6875
5.30900000000001,-0.058134,-0.013679,1.001954,0.5,0.5,0.625
4.34100000000004,-0.038593,-0.004885,1.013679,-1.6875,-1.125,-1.4375
6.3359999999999,-0.037128,-0.010259,0.999023,-2.625,1.5625,-0.125
5.31000000000004,-0.042013,-0.011724,1.008305,-0.25,0.1875,2.6875
5.29800000000002,-0.042013,-0.003908,0.998534,-2.5,0.5,1.5
4.25399999999998,-0.03957,-0.010259,0.998046,-0.5,-1.625,-1.3125
5.31300000000001,-0.038593,-0.011236,1.014167,-1.8125,0.625,2.25
5.29900000000005,-0.026869,0.004397,1,2,0.375,0.75
4.26699999999991,-0.047386,-0.007816,1.002931,-1.4375,-0.125,-0.9375
6.324,-0.035662,-0.005862,1.003908,-1.0625,0.875,-0.75
6.44,-0.044944,-0.008793,1.006351,0.9375,1.4375,-0.5625
4.25000000000009,-0.043967,-0.002443,0.998046,-1.4375,1.1875,-3.125
4.23799999999996,-0.042501,-0.009282,1.007328,-0.0625,0.4375,0
6.37399999999999,-0.04299,-0.011236,1.00342,1.1875,0.75,1.125
5.30200000000003,-0.040059,0.000489,1.008305,-0.9375,0.75,-1.5625
4.22699999999998,-0.04934,0.00342,1.000977,0.375,0.25,-0.125
5.30200000000003,-0.056668,-0.012213,0.997069,-2.625,1.25,-0.375
5.301,-0.048852,-0.010259,1.008305,-0.375,2.0625,1.5625
4.24899999999995,-0.035173,-0.014167,1.000977,-0.5625,0.5,-0.375
5.32299999999997,-0.043478,-0.018564,1.003908,-1,-1.75,-1.125
6.42799999999999,-0.030777,0.002443,0.991207,0.0625,-1.3125,-0.5
4.25200000000003,-0.040547,0.002931,1.001954,-1.125,1.25,-2.25
5.30900000000001,-0.040547,-0.004885,1.007816,-0.25,0.6875,-0.8125
5.30700000000006,-0.046409,-0.00977,0.999023,0.5625,0.625,1.375
5.30199999999992,-0.047386,-0.000977,0.994138,-1.625,4.75,0.4375
5.278,-0.052272,-0.004397,1.002931,-1.25,-0.8125,0.75
5.28899999999999,-0.046409,0.003908,0.997557,-0.9375,-0.1875,-1.75
5.31400000000004,-0.055691,-0.002443,0.992672,1.1875,0.3125,-2.125
4.26300000000002,-0.035173,0.002931,0.993161,-0.6875,-1.375,-1.3125
6.36700000000001,-0.045432,-0.014167,1.003908,-0.875,0.9375,-2.5625
6.45299999999993,-0.048363,-0.005862,1.007816,-0.8125,-1.4375,-1.0625
5.33000000000006,-0.044455,-0.012213,0.998046,-0.875,-1.1875,0.0625
5.28600000000001,-0.05276,-0.014656,0.997557,1.375,-0.4375,-0.0625
6.35599999999992,-0.048363,-0.010747,1.007816,-0.375,-0.8125,0.25
4.27200000000005,-0.038593,-0.007816,1.001954,-0.3125,1.3125,1.25
5.32200000000005,-0.028823,-0.025892,0.999511,0.25,0.8125,-1.625
5.332,-0.041524,-0.001466,1.001466,0.5,0.625,-1.5625
4.25199999999992,-0.048363,-0.01661,0.998534,0.3125,1.3125,0.6875
5.39500000000004,-0.035662,-0.00977,1,-0.4375,0.8125,-2.9375
6.26400000000005,-0.018075,-0.014656,1.00342,-0.25,-0.0625,-0.3125
5.29999999999986,-0.038105,-0.018075,0.997069,0.0625,0.125,-0.4375
5.43100000000019,-0.044455,-0.003908,1.001466,-1,-1.4375,-0.3125
6.37999999999983,-0.041036,0.002443,0.992672,-2.75,1,1.5
4.27400000000011,-0.041036,0.000489,1.001954,0.125,-0.625,1.8125
5.3399999999999,-0.046409,0.000977,0.999511,-1.625,-2.25,1.125
5.31800000000016,-0.036639,-0.01319,1.018075,-1.0625,0.75,-0.8125
4.27299999999997,-0.041524,-0.011236,1.005374,-2.0625,-0.125,1.9375
6.37899999999991,-0.042013,-0.005374,0.994138,1.75,-2.125,0.5
5.40800000000008,-0.047386,-0.007816,0.992184,-0.5,2.6875,0.375
4.26799999999994,-0.031754,0.002443,1.004397,1.0625,1.9375,1.125
5.31900000000007,-0.038593,-0.013679,1.005862,0.8125,0.25,-0.5
5.31499999999996,-0.059111,-0.001954,1.017587,0,-0.0625,0.125
4.24599999999997,-0.046409,-0.002931,1.010747,-0.8125,-1.875,-1.5625
7.41299999999989,-0.045432,0.001466,0.993161,-1.1875,-1.125,-0.0625
4.24000000000002,-0.039082,-0.007816,1.005374,0.4375,0.25,1.3125
5.32700000000008,-0.046898,-0.004397,1.008305,-1.125,-0.5,3.4375
5.25599999999993,-0.043967,-0.000977,0.997557,-1.6875,1.125,0.0625
5.31100000000007,-0.044455,-0.002931,1.006351,-0.0625,-0.1875,0.5625
5.38900000000009,-0.020518,0.001954,1.005374,-2.125,0,0.9375
4.243,-0.042013,-0.005862,1.00977,-0.5,-0.3125,2.25
5.31899999999985,-0.022472,-0.000489,1.013679,-1.0625,-1,-1.875
5.30200000000014,-0.035173,-0.017587,0.992672,-1.625,1.0625,0.5
4.24899999999995,-0.037128,-0.008305,0.992184,1.25,-0.5625,-0.375
5.31199999999998,-0.048363,-0.005374,1.017587,-1.75,0.4375,-2.375
5.301,-0.037616,-0.003908,0.991207,-0.4375,-1.5625,2.4375
5.3129999999999,-0.053737,-0.015144,1.012213,1.75,-0.3125,1.5625
5.25600000000015,-0.044455,-0.006351,0.997069,-1.9375,-1.9375,-1.1875
6.62199999999991,-0.028823,-0.011236,1.004397,0.25,1.5,1.5
5.02800000000003,-0.046409,-0.003908,1.007816,-0.75,0.75,1.375
5.30300000000006,-0.041524,-0.009282,1.004885,-2.0625,1.5,-2.125
5.30199999999992,-0.040059,-0.006351,1,-0.625,-1.9375,0.125
5.32200000000005,-0.045921,-0.001954,1,-1.375,1.25,0.0625
4.25300000000006,-0.043967,-0.001466,0.994626,-3.1875,2.5625,-0.4375
6.38300000000003,-0.031754,-0.008305,0.999511,0.25,-1.875,-1.8125
5.28799999999996,-0.034685,-0.01319,1.012213,-2.25,-2,1.3125
4.25799999999987,-0.032242,-0.012702,0.990718,-0.0625,1.6875,-2.25
5.24600000000008,-0.03957,-0.014167,1.002931,0.6875,1.25,0.125
5.37300000000007,-0.043967,-0.013679,0.988764,-0.5,0.25,-0.5
5.29299999999999,-0.032242,-0.011236,0.991695,0.0625,-2.5,-0.875
4.216,-0.024426,-0.010747,1.008793,-2,-0.875,-0.9375
6.35199999999991,-0.047875,-0.004885,1.008305,-1.0625,1.1875,1.1875
5.28799999999996,-0.042013,-0.012702,0.99658,0.1875,1.6875,2.1875
4.26199999999999,-0.043478,-0.015144,1.015144,-0.25,0.25,-0.6875
6.32600000000005,-0.036639,-0.006839,1.005374,-1,0.4375,-2.0625
6.36199999999998,-0.046898,-0.006351,1.00342,-0.375,-1.125,-0.4375
4.25399999999998,-0.045921,-0.013679,1.011236,-1.625,-1.25,-2.375
6.39400000000001,-0.030777,-0.013679,0.999511,-0.9375,-1.8125,-0.125
6.38800000000006,-0.037616,-0.013679,0.99658,0.75,-1.8125,-0.9375
5.30499999999989,-0.03957,-0.013679,1.001954,-0.9375,0.8125,-3.5625
6.36400000000004,-0.036639,-0.004885,1.011236,-1.8125,2.625,-2.0625
6.36700000000001,-0.054714,0.000489,0.994138,-2.3125,0.9375,-0.125
4.30400000000009,-0.039082,-0.007816,1,0.25,-0.125,0.0625
5.29199999999985,-0.036639,-0.001466,0.994626,-2.9375,0.0625,0.75
5.28300000000015,-0.052272,-0.006839,0.998046,1,1.3125,-0.875
5.32500000000002,-0.031265,0.000977,1.00342,-0.875,2.625,-0.5625
4.19499999999995,-0.040059,-0.000977,1.010747,-1.625,-1.625,-2.25
5.37300000000007,-0.034685,-0.006839,0.988764,-1.75,0.1875,-0.1875
5.31799999999993,-0.048363,0.000977,1.006839,-0.1875,-0.0625,0.125
5.29500000000005,-0.040547,-0.011724,0.992672,0.875,-0.875,0.6875
5.29099999999993,-0.04299,-0.001466,0.995603,-2.25,2.3125,-1
5.32599999999994,-0.032731,-0.014167,0.998046,-1.125,0.1875,0.5625
4.24500000000005,-0.046409,-0.004397,0.999511,-0.75,-0.875,-0.375
5.25200000000003,-0.057157,0.001954,1.006351,-0.75,-0.25,-0.5
5.30999999999993,-0.037128,-0.002931,1.006351,0.4375,1.0625,0.1875
5.30699999999995,-0.034196,-0.018564,1.00342,-1.375,-0.5,1.5625
4.53900000000007,-0.037616,-0.004397,1.003908,-0.4375,-1.25,-0.4375
6.04399999999994,-0.046898,0.008793,0.992672,-1,0.1875,-0.0625
5.30800000000009,-0.028334,0.005862,0.997069,-0.875,-0.3125,0.8125
4.25199999999992,-0.046898,-0.009282,1.00342,-0.5,-0.5625,0.125
5.25600000000015,-0.043967,-0.008305,1.00977,-1.375,1.4375,-1.9375
5.301,-0.043967,-0.002443,1.001954,0.375,-0.5625,2
5.328,-0.046898,-0.006839,1.008793,0.0625,-0.5,0.3125
4.18999999999992,-0.042013,-0.009282,0.997557,-2.25,0.125,-2.3125
6.39999999999996,-0.035662,-0.00342,1.009282,-0.4375,0.75,-0.5625
5.28499999999998,-0.038105,0.00342,0.988276,-1.125,1.5,-0.4375
4.36499999999995,-0.038593,-0.001954,1.00977,0.875,-1.5,-0.25
5.28100000000009,-0.037616,0.006351,0.993161,0.5625,-1.125,-1.625
5.29299999999999,-0.046409,-0.011236,1.007816,-0.375,2.25,0.375
5.28499999999998,-0.039082,-0.011724,1.006351,0.4375,0.0625,-0.0625
4.22000000000011,-0.038593,-0.00342,1.005374,-1.625,1.6875,0.125
5.29299999999999,-0.038105,-0.017587,0.994626,-0.5625,-0.9375,-0.6875
6.34199999999985,-0.044944,-0.007816,1.00977,-0.9375,-3.1875,0.5
4.22900000000004,-0.030777,-0.010259,0.998046,-1.125,-0.25,-0.375
5.30699999999995,-0.037616,-0.001954,1.002931,-0.5,-2,0
5.28600000000012,-0.050318,-0.00342,1.007328,-2.25,0.0625,0.3125
4.31599999999999,-0.042013,-0.004397,0.989741,0.6875,0.9375,-0.625
5.27100000000003,-0.042013,-0.013679,1.008305,0.0625,1.875,0.8125
5.29299999999999,-0.044944,-0.008793,1.002931,-0.1875,2.0625,-0.875
5.31099999999984,-0.036639,-0.00977,1.00342,0.8125,0.125,2.5
5.29500000000005,-0.04934,-0.016121,1.007328,-2.625,-1.875,1.1875
6.34500000000005,-0.037616,0.007816,0.997069,-0.8125,-1.5625,1.4375
5.31400000000004,-0.047386,-0.000489,0.993161,-0.0625,0.0625,-0.4375
4.2009999999999,-0.049829,0.008305,1.007328,-0.375,0.0625,-1.3125
5.30300000000006,-0.045432,0.007328,1.005862,-1.4375,-2.1875,2.1875
5.382,-0.036639,-0.003908,1.024426,1.3125,1.375,-1.25
5.301,-0.048852,-0.012702,1.007328,-0.5,-0.75,0.9375
4.21399999999994,-0.043478,-0.010747,1.00342,0.6875,-1.1875,-0.3125
6.35600000000003,-0.047386,-0.006351,0.994138,-0.375,-0.875,-0.125
5.29299999999999,-0.045432,-0.004885,1.019052,-0.5,-0.4375,1.1875
4.21800000000006,-0.041036,-0.011236,1.002931,1.625,0.5,0.125
5.30300000000006,-0.041036,-0.007328,1.009282,-0.3125,1.125,-1.25
5.30199999999992,-0.058622,-0.000977,1.000977,-0.9375,1.5625,-0.25
5.30199999999992,-0.057157,0,1.004885,-0.5625,-1.1875,0.0625
5.28400000000007,-0.044944,-0.006351,0.992672,-1.125,-0.75,0.75
5.36099999999995,-0.045921,0.011236,1.003908,-1.125,-0.75,0.3125
4.24500000000005,-0.037128,0,1.011236,-1.8125,1.75,-1.5
5.27699999999998,-0.042013,0.002931,1.00342,-2.0625,1.3125,-0.0625
5.29900000000016,-0.046409,-0.010747,1.011724,0.125,-1.9375,-1.125
6.34699999999988,-0.055691,-0.01319,1.00342,-0.6875,-1,0.3125
4.22999999999996,-0.054226,-0.003908,1.000977,-0.5625,1,-1.25
5.29700000000011,-0.044944,0.002931,1.003908,-0.8125,-1.0625,0.625
5.66999999999984,-0.03615,-0.012702,1.019541,-0.375,-0.4375,0
4.19500000000017,-0.036639,0.007816,0.989253,-0.4375,0.1875,1.625
5.28899999999988,-0.044944,-0.00342,0.995603,0.6875,1.1875,-0.625
5.37100000000001,-0.035662,-0.015633,1.004885,0.3125,1.4375,0.125
4.23799999999996,-0.040547,-0.011724,1.011724,-1.25,3.5,0
5.31999999999999,-0.042013,-0.00342,1.002931,0.0625,0.5625,0.5
5.30600000000003,-0.054714,-0.00977,1.011236,1,1.6875,-0.625
5.31000000000015,-0.051783,0.006351,1.011724,0.375,0.625,1.375
5.30299999999984,-0.051295,-0.001954,1.006351,1.625,-0.8125,1
5.30300000000006,-0.042501,-0.003908,0.996092,-2.375,-0.4375,0.8125
5.31199999999998,-0.052272,-0.007816,0.988276,0.625,-0.875,-0.875
4.19799999999992,-0.037128,-0.013679,1.017098,-0.5,1.6875,0.4375
5.31100000000007,-0.039082,0.001954,1.004397,-1.1875,-0.1875,-1
5.36700000000012,-0.040547,-0.006351,0.999511,-1.125,0.5625,-0.4375
4.25399999999998,-0.034196,0.002931,0.996092,-2.3125,-1.3125,1.375
5.30199999999992,-0.044944,0.011724,1.011236,-0.875,1.1875,1.25
5.31199999999998,-0.043967,-0.009282,0.992184,-2.5625,-0.1875,2.1875
5.30200000000014,-0.043478,-0.010259,1.00342,0.5,1.125,-0.3125
5.28200000000001,-0.040059,-0.000489,0.993161,-0.5,0.0625,2.5
5.30499999999989,-0.03957,-0.003908,0.999023,-1.125,0.75,-1.4375
5.31100000000007,-0.035173,-0.020029,1.008305,2.875,1,-1.25
4.19599999999987,-0.045921,0.003908,0.995603,0.625,1.8125,-2.0625
6.36900000000007,-0.032731,0.00342,0.998534,-0.3125,2.4375,2.125
5.301,-0.049829,0.002931,1.003908,-1.4375,2.875,-2
4.2580000000001,-0.048852,-0.008305,1.000977,0,0,0.375
5.25999999999982,-0.045432,-0.014656,1.011236,-1.625,1.3125,-0.375
6.36100000000006,-0.050318,-0.015144,1.000489,0.125,-1.5,-0.875
5.30500000000012,-0.045921,-0.006351,0.994626,-1.25,-1.375,3.1875
4.20399999999987,-0.048852,-0.002443,1.000977,-1.3125,-0.75,1.9375
5.29700000000011,-0.048852,-0.015633,0.987787,0.1875,3.375,-0.1875
5.32099999999991,-0.040547,0.008305,1.000489,1,0.5625,1
4.24000000000002,-0.039082,0.001466,0.994138,1,-0.5,-1.25
5.34499999999993,-0.046898,-0.007816,1.007328,-0.625,0.8125,-1.25
5.2890000000001,-0.043967,0.001954,1.00977,0.1875,0.9375,-0.6875
5.32599999999994,-0.046409,-0.008305,1.001954,-0.25,0.75,0.6875
4.2390000000001,-0.051783,-0.004885,0.998534,-0.375,1,0.9375
5.29800000000002,-0.047875,-0.015633,1.001466,1.4375,1.5625,-1.1875
5.55199999999978,-0.046898,-0.016121,1.00977,-1.625,0.375,-0.3125
5.30000000000008,-0.03957,-0.013679,1.021983,-1.25,-1.25,1.125
5.28600000000012,-0.041036,-0.020029,1.003908,-0.8125,-1,0.1875
5.32699999999986,-0.037616,-0.007328,1.003908,-1.125,0.8125,-0.1875
4.1770000000001,-0.044944,-0.002931,1.00342,-2.0625,-0.5625,-0.75
6.44,-0.043478,-0.017587,0.993161,-1.125,0,-1
5.30900000000001,-0.042013,-0.002443,1.007328,-1.25,-1,-0.25
4.19999999999998,-0.035662,-0.002931,1.012702,-4.125,3.3125,-0.4375
6.36899999999985,-0.041524,-0.006351,1.010747,1.75,-0.1875,1.8125
5.31500000000018,-0.041524,-0.000977,0.999511,-0.75,1,1.1875
4.26199999999999,-0.063019,-0.006351,1,-2.125,-0.75,-0.125
5.29899999999994,-0.016121,-0.014656,1.027357,1.375,1.875,1.625
5.30000000000008,-0.042013,-0.013679,1.002931,-0.75,0.5625,0.625
5.32199999999983,-0.02638,-0.008793,0.994626,-0.3125,0.125,-0.125
5.3780000000001,-0.030777,0.007816,1.005862,-1.1875,1.5,0.6875
6.36900000000007,-0.03957,-0.010259,1.001954,-0.1875,0.0625,1.375
5.32299999999997,-0.048852,0.000977,1.018564,-0.875,-2.375,1.0625
4.23799999999996,-0.030777,-0.002443,1.045432,-0.6875,-1.125,0.625
