Elapse,Mag_X,Mag_Y,Mag_Z
3.18099999999999,-39.166668,71.5,-8.833333
4.33099999999997,-39.166668,71.5,-8.833333
3.14300000000001,-39.166668,71.5,-8.833333
3.17000000000001,-39.166668,71.166664,-9.166667
3.17299999999998,-39.166668,71.166664,-9.166667
4.25900000000001,-39.333332,71,-9.666667
3.27700000000009,-39.333332,71,-9.666667
4.18599999999991,-39.333332,71,-9.666667
2.58600000000009,-39.333332,71,-9.666667
3.75300000000001,-39.666668,71.333336,-9
3.18599999999991,-39.666668,71.333336,-9
4.42900000000002,-38.5,71.166664,-8.166667
3.13800000000009,-38.5,71.166664,-8.166667
3.12999999999986,-38.5,71.166664,-8.166667
3.17900000000004,-38.5,71.166664,-8.166667
4.31800000000004,-38.666668,71,-8.666667
3.16399999999994,-38.666668,71,-8.666667
3.17300000000009,-39.5,71.5,-7.5
3.1699999999999,-39.5,71.5,-7.5
4.25300000000006,-39.5,71.5,-7.5
3.28400000000006,-39.5,71.5,-7.5
4.20799999999999,-39.5,71.5,-7.5
3.17100000000003,-39.5,71.5,-7.5
3.14700000000001,-38.833332,70.166664,-8.833333
4.26099999999985,-38.833332,70.166664,-8.833333
3.26500000000007,-39.833332,70.166664,-8.5
4.305,-39.833332,70.166664,-8.5
2.69999999999992,-39.833332,70.166664,-8.5
3.63599999999997,-39.833332,70.166664,-8.5
3.19100000000017,-40.333332,71,-9
4.34999999999985,-40.333332,71,-9
3.13600000000003,-40.166668,70.5,-8.5
3.18400000000008,-40.166668,70.5,-8.5
3.21599999999989,-40.166668,70.5,-8.5
4.35800000000008,-40.166668,70.5,-8.5
3.13199999999991,-39.5,70.833336,-9.833333
3.19800000000003,-39.5,70.833336,-9.833333
4.22900000000004,-41.333332,71.666664,-9
3.16200000000011,-41.333332,71.666664,-9
4.3479999999998,-41.333332,71.666664,-9
2.90900000000005,-41.333332,71.666664,-9
3.49100000000013,-40.5,71.5,-8.5
3.17999999999996,-40.5,71.5,-8.5
4.29499999999994,-40.333332,71.333336,-8.666667
3.25500000000001,-40.333332,71.333336,-8.666667
3.139,-40.333332,71.333336,-8.666667
3.19200000000008,-41,70.666664,-8.666667
4.24999999999986,-41,70.666664,-8.333333
3.23700000000016,-41.666668,71.666664,-9.666667
3.22800000000001,-41.666668,71.666664,-9.666667
3.16699999999992,-40.333332,70.666664,-9.666667
4.23899999999988,-40.333332,70.666664,-9.666667
3.19100000000017,-40.333332,70.666664,-9.666667
4.35299999999983,-40.333332,70.666664,-9.666667
3.0380000000001,-41.5,71.833336,-8.5
3.33099999999997,-41.5,71.833336,-8.5
3.19000000000003,-41.333332,70.666664,-9.333333
4.25000000000009,-41.333332,70.666664,-9.333333
3.27999999999995,-41.333332,70.666664,-9.333333
2.99399999999994,-41.333332,70.666664,-9.333333
3.33600000000001,-41.5,70.833336,-8.5
3.54600000000005,-41.5,70.833336,-8.5
3.9229999999999,-41.666668,71.333336,-8
2.67600000000012,-41.666668,71.333336,-8
3.36399999999992,-41.666668,71.333336,-8
3.53300000000001,-41.666668,71.333336,-8
3.21700000000003,-41,71.333336,-8
4.3169999999999,-41,71.333336,-8
3.03300000000006,-41.666668,71,-7.666667
3.32500000000002,-41.666668,71,-7.666667
3.22500000000003,-41.666668,71,-7.666667
4.21199999999988,-41.666668,71,-7.666667
3.24600000000008,-41.666668,71,-8.333333
3.26500000000007,-41.666668,71,-8.333333
3.37900000000002,-41.5,70.166664,-7.5
4.02099999999983,-41.5,70.166664,-7.5
3.16700000000014,-41.5,70.166664,-7.5
3.32999999999983,-41.5,70.166664,-7.5
3.39500000000004,-41.166668,72.5,-8.166667
4.00700000000009,-41.166668,72.5,-8.166667
4.32799999999989,-42.5,72.166664,-7.833333
3.37500000000013,-42.5,72.166664,-7.833333
3.41199999999997,-41.666668,71.333336,-7.333333
3.40699999999994,-41.666668,71.333336,-7.333333
3.54999999999994,-41.666668,71.333336,-7.333333
3.17800000000013,-41.666668,71.333336,-7.333333
3.34600000000007,-42.333332,70.666664,-7
3.43599999999999,-42.333332,70.666664,-7
3.84799999999985,-42.166668,71.166664,-7.5
3.18600000000013,-42.166668,71.166664,-7.5
4.24199999999986,-42.166668,71.166664,-7.5
3.3240000000001,-42.166668,71.166664,-7.5
3.54900000000002,-42.5,70.166664,-7.5
3.28499999999998,-42.5,70.166664,-7.5
3.67600000000001,-42.666668,71,-7
3.19199999999986,-42.666668,71,-7
3.29500000000005,-42.666668,71,-7
3.57699999999994,-42.666668,71,-7
3.36700000000012,-42.5,71.166664,-7.833333
3.58799999999992,-42.5,71.166664,-7.833333
4.31800000000004,-41.833332,70.833336,-8.166667
3.1239999999999,-41.833332,70.833336,-8.166667
3.4590000000001,-41.833332,70.833336,-8.166667
3.28499999999998,-41.833332,70.833336,-8.166667
3.42599999999993,-43.166668,70.166664,-7.166667
3.301,-43.166668,70.166664,-7.166667
4.35099999999999,-43.166668,70.166664,-7.5
3.35300000000016,-43.166668,70.166664,-7.5
3.39800000000001,-43.166668,70.166664,-7.5
3.22099999999992,-43.166668,70.166664,-7.5
3.22,-43.166668,70.166664,-7.5
3.50099999999998,-43.166668,70.166664,-7.5
3.98500000000013,-43.333332,71,-8
3.17599999999985,-43.333332,71,-8
3.19899999999995,-42.5,70.833336,-7.166667
3.53000000000003,-42.5,70.833336,-7.166667
4.03100000000012,-42.5,70.833336,-7.166667
3.35700000000005,-42.5,70.833336,-7.166667
3.53199999999987,-41.833332,70.833336,-8.166667
3.61800000000012,-41.833332,70.833336,-8.166667
4.44099999999992,-43.166668,70.833336,-7.5
3.58600000000009,-43.166668,70.833336,-7.5
3.41999999999998,-43.166668,70.833336,-7.5
3.37599999999982,-43.166668,70.833336,-7.5
3.40400000000018,-43.333332,70,-7
3.70499999999985,-43.333332,70,-7
3.5400000000001,-44,70,-7.333333
3.44600000000006,-44,70,-7.333333
3.4949999999998,-44,70,-7.333333
3.45100000000009,-44,70,-7.333333
3.66299999999997,-43.166668,70.5,-7.166667
3.48100000000007,-43.166668,70.5,-7.166667
3.46099999999994,-43.333332,71.666664,-7.666667
3.47900000000001,-43.333332,71.666664,-7.666667
3.54600000000005,-43.333332,71.666664,-7.666667
3.66599999999995,-43.333332,71.666664,-7.666667
3.50600000000001,-44,71,-6.333333
3.50300000000003,-43.666668,69.666664,-6.333333
3.48900000000008,-43.666668,69.666664,-7.333333
3.80499999999984,-43.666668,70.333336,-7.333333
3.73100000000015,-43.666668,70.333336,-7.333333
3.60300000000002,-43.666668,70.333336,-7.333333
3.579,-43.666668,70.333336,-7.333333
3.58299999999989,-44,70.333336,-7
1.14799999999993,-44,70.333336,-7
6.04000000000005,-43.666668,70.666664,-6.666667
3.44300000000008,-43.666668,70.666664,-6.666667
3.63000000000002,-43.666668,70.666664,-6.666667
0.96099999999999,-43.666668,70.666664,-6.666667
4.108,-44,71,-7.333333
3.16199999999989,-44,71,-7.333333
5.39900000000015,-44.833332,71.833336,-7.166667
3.55799999999995,-44.833332,71.833336,-7.166667
3.99099999999986,-44.833332,71.833336,-7.166667
0.96099999999999,-44.833332,71.833336,-7.166667
5.9680000000002,-44,70.666664,-7.333333
0.830999999999804,-44,70.666664,-7.333333
6.37700000000008,-44.333332,71.333336,-7
3.95900000000005,-44.333332,71.333336,-7
3.69400000000009,-44.333332,71.333336,-7
0.832999999999862,-44.333332,71.333336,-7
3.31999999999999,-44.5,71.166664,-7.166667
3.94300000000003,-44.5,71.166664,-7.166667
4.02400000000003,-44.166668,70.5,-7.5
3.55499999999997,-44.166668,70.5,-7.5
3.65900000000008,-44.166668,70.5,-7.5
3.68400000000002,-44.166668,70.5,-7.5
3.78599999999985,-44,70,-8
3.91500000000011,-44,70,-8
0.907999999999909,-44.833332,70.833336,-7.166667
6.073,-44.833332,70.833336,-7.166667
3.51600000000007,-44.666668,70.333336,-6.666667
3.88999999999995,-44.666668,70.333336,-6.666667
3.81000000000009,-44.666668,70.333336,-6.666667
0.910999999999884,-44.666668,70.333336,-6.666667
6.19999999999998,-44.333332,70.666664,-7.333333
3.72000000000017,-44.333332,70.666664,-7.333333
4.02099999999983,-44.333332,69.666664,-7.666667
0.801999999999969,-44.333332,69.666664,-7.666667
3.47000000000008,-44.333332,69.666664,-7.666667
3.96599999999991,-44.333332,69.666664,-7.666667
3.94800000000006,-44,70.333336,-7.333333
4.18699999999994,-44,70.333336,-7.333333
3.9260000000001,-44.666668,71.333336,-7
3.75900000000007,-44.666668,71.333336,-7
3.75400000000004,-44.666668,71.333336,-7
1.14299999999989,-44.666668,71.333336,-7
3.65400000000005,-44.833332,71.166664,-7.166667
3.19000000000003,-45,71.166664,-7.166667
4.01399999999996,-45,71,-7.666667
3.72899999999987,-45,71,-7.666667
3.99100000000008,-45,71,-7.666667
3.95900000000005,-44.333332,70.666664,-7.333333
3.80000000000003,-44.333332,70.666664,-7.333333
3.79399999999985,-45.166668,70.5,-7.166667
3.90600000000019,-45.166668,70.5,-7.166667
1.00299999999987,-45.166668,70.5,-7.166667
3.51000000000012,-45.166668,70.5,-7.166667
3.01599999999991,-45.166668,70.5,-7.166667
4.37299999999996,-45.166668,70.5,-7.166667
3.633,-45.5,70.833336,-7.5
4.08800000000009,-45.5,70.833336,-7.5
3.87800000000005,-45.666668,71.666664,-8
3.78499999999993,-45.666668,71.666664,-8
0.733000000000095,-45.666668,71.666664,-8
4.22999999999996,-45.666668,71.666664,-8
4.23499999999999,-45.5,70.166664,-6.5
3.29199999999985,-45.5,70.166664,-6.5
3.83600000000017,-45.833332,70.833336,-7.166667
3.87300000000002,-45.833332,70.833336,-7.166667
4.16899999999987,-45.833332,70.833336,-7.166667
4.00700000000009,-45.833332,70.833336,-7.166667
3.87999999999988,-45.666668,70,-8.333333
0.701000000000063,-45.666668,70,-8.333333
4.01999999999991,-44.666668,71,-7
3.78800000000012,-44.666668,71,-7
4.04800000000005,-44.666668,71,-7
4.00299999999998,-44.666668,71,-7
3.90199999999985,-44.5,71.166664,-7.5
4.14300000000001,-44.5,71.166664,-7.5
4.10200000000005,-45.833332,70.833336,-7.166667
3.93100000000013,-45.833332,70.833336,-7.166667
0.646999999999842,-45.833332,70.833336,-7.166667
3.48000000000015,-45.833332,70.833336,-7.166667
4.47199999999981,-46.333332,70,-9
4.1230000000001,-46.333332,70,-9
3.9499999999999,-45.833332,70.166664,-7.833333
3.94300000000003,-45.833332,70.166664,-7.833333
0.735000000000152,-45.666668,71.333336,-7.333333
6.98399999999988,-45.666668,71.333336,-7.333333
3.76700000000008,-45.666668,71.333336,-7.333333
0.790999999999986,-45.666668,71.333336,-7.333333
3.75400000000004,-46.5,70.833336,-6.833333
3.01799999999997,-46.5,70.833336,-6.833333
4.50100000000009,-45.833332,69.833336,-7.5
4.01699999999994,-45.833332,69.833336,-7.5
0.777999999999945,-45.833332,69.833336,-7.5
6.60700000000003,-45.833332,69.833336,-7.5
0.931999999999933,-45.666668,70,-7
4.2580000000001,-45.666668,70,-7
3.687,-46.5,69.833336,-6.5
3.78199999999995,-46.5,69.833336,-6.5
3.09899999999996,-46.5,69.833336,-6.5
4.3740000000001,-46.5,69.833336,-6.5
4.20599999999993,-46.333332,70,-7
4.01300000000004,-46.333332,70,-7
0.707000000000013,-47.166668,69.833336,-6.5
3.75499999999995,-47.166668,69.833336,-6.5
4.26100000000007,-47.166668,69.833336,-6.5
4.42799999999988,-47.166668,69.833336,-6.5
0.871999999999984,-47.166668,69.5,-6.5
4.26300000000013,-47.166668,69.5,-6.5
3.19000000000003,-46.5,69.5,-7.166667
7.93299999999997,-46.5,69.5,-7.166667
0.915999999999917,-46.5,69.5,-7.166667
3.77300000000003,-46.333332,70,-6.333333
3.83800000000001,-46.333332,70,-6.333333
3.56899999999993,-46.5,68.833336,-7.166667
4.42100000000001,-46.5,68.833336,-7.166667
0.890000000000057,-46.5,68.833336,-7.166667
3.96299999999994,-46.5,68.833336,-7.166667
3.17500000000015,-46.5,68.833336,-7.166667
5.64900000000002,-46.5,68.833336,-7.166667
1.09199999999987,-46.833332,70.833336,-6.833333
3.90000000000001,-46.833332,70.833336,-6.833333
3.84800000000007,-47.333332,68.333336,-7
3.19699999999989,-47.333332,68.333336,-7
5.58600000000009,-47.333332,68.333336,-7
4.22900000000004,-47.333332,68.333336,-7
0.987999999999989,-46.833332,69.166664,-7.5
3.93199999999982,-46.833332,69.166664,-7.5
4.3740000000001,-46.833332,69.833336,-6.833333
3.24400000000002,-46.833332,69.833336,-6.833333
0.998000000000054,-46.833332,69.833336,-6.833333
4.28399999999995,-46.833332,69.833336,-6.833333
6.81500000000002,-47.166668,69.5,-6.166667
1.444,-47.166668,69.5,-6.166667
4.14399999999993,-47.5,69.5,-6.833333
3.24900000000006,-47.5,69.5,-6.833333
4.35399999999997,-47.5,69.5,-6.833333
4.58500000000006,-47.5,69.5,-6.833333
4.32499999999991,-48,70,-6.333333
0.950000000000006,-48,70,-6.333333
3.99600000000011,-47.833332,69.5,-6.833333
3.93199999999982,-47.833332,69.5,-6.833333
3.87500000000007,-47.833332,69.833336,-6.5
1.19000000000002,-47.833332,69.833336,-6.5
4.23599999999991,-47.833332,69.833336,-6.5
3.95600000000007,-47.833332,69.833336,-6.5
3.28100000000009,-48.333332,69,-6.333333
4.83199999999995,-48.333332,69,-6.333333
4.39400000000001,-47.333332,69.333336,-6.333333
0.9269999999999,-47.333332,69.333336,-6.333333
4.04300000000002,-47.333332,69.333336,-6.333333
4.02499999999995,-47.333332,69.333336,-6.333333
4.16299999999992,-47.333332,69.333336,-6.666667
1.04700000000024,-47.333332,69.333336,-6.666667
3.96600000000014,-47.666668,70,-6.333333
3.38199999999977,-47.666668,70,-6.333333
4.56799999999991,-47.666668,70,-6.333333
1.08599999999992,-47.666668,70,-6.333333
4.31000000000026,-48.166668,68.166664,-6.166667
3.355,-48.166668,68.166664,-6.166667
4.49000000000011,-47.5,69.833336,-4.5
4.85899999999972,-47.5,69.833336,-4.5
4.56300000000009,-47.5,69.833336,-4.5
0.950000000000006,-47.5,69.833336,-4.5
4.12400000000002,-47.333332,69,-5.333333
4.06899999999988,-47.333332,69,-5.333333
3.99100000000008,-48.5,68.833336,-6.166667
1.24900000000006,-48.5,68.833336,-6.166667
4.31099999999995,-48.5,68.833336,-6.166667
4.04699999999991,-47.666668,68,-5.666667
3.42600000000015,-47.666668,68,-5.666667
1.16000000000005,-47.5,68.5,-5.833333
4.89099999999976,-47.5,68.5,-5.833333
4.36800000000037,-48.833332,68.166664,-5.833333
4.0669999999996,-48.833332,68.166664,-5.833333
3.5930000000004,-48.833332,68.166664,-5.833333
1.25299999999973,-48.833332,68.166664,-5.833333
4.35600000000003,-48.5,68.833336,-4.5
4.85300000000022,-48.5,68.833336,-4.5
4.40099999999966,-48.833332,69.166664,-5.833333
0.987000000000293,-48.833332,69.166664,-5.833333
5.00599999999984,-48.833332,69.166664,-5.833333
4.35799999999986,-48.833332,69.166664,-5.833333
4.14300000000001,-49.166668,67.166664,-5.166667
3.42400000000032,-49.166668,67.166664,-5.166667
1.20699999999996,-49.833332,68.833336,-4.833333
4.57699999999983,-49.833332,68.833336,-4.833333
4.85999999999986,-49.833332,68.833336,-4.833333
4.45200000000012,-49.833332,68.833336,-4.833333
0.964999999999883,-49,67.333336,-5
5.06800000000007,-49,67.333336,-5
4.36900000000007,-49,68.666664,-4.333333
4.16399999999983,-49,68.666664,-4.333333
